,Hour,Point,Energy,Timestamp,Date,Day of Week,Out_of_Office,Presurvey,Weekly_Survey,Before_Game_Baseline,In_Game_Baseline
1173,11,2.4133944511413574,376.09397266751677,2019-01-15 11:00:00,2019-01-15,Tuesday,0,4.3,0.75,30.210126666666664,138.98580616145716
1174,12,9.999994277954102,141.98117253568554,2019-01-15 12:00:00,2019-01-15,Tuesday,0,4.3,0.75,33.25846307692308,109.75274040718023
1175,13,10.0,312.6953435655074,2019-01-15 13:00:00,2019-01-15,Tuesday,0,4.3,0.75,28.521539615384626,240.67406116552164
1176,14,10.0,519.8039721393255,2019-01-15 14:00:00,2019-01-15,Tuesday,0,4.3,0.75,28.508714230769233,312.6787968275932
1177,15,10.0,460.2604347999199,2019-01-15 15:00:00,2019-01-15,Tuesday,0,4.3,0.75,34.019105,323.3032042315013
1178,16,0.0,466.5193373203636,2019-01-15 16:00:00,2019-01-15,Tuesday,0,4.3,0.75,32.231666794871806,253.84400547999172
1179,17,7.287582874298098,122.83880326453327,2019-01-15 17:00:00,2019-01-15,Tuesday,0,4.3,0.75,32.26346153846155,142.9251807046924
1180,8,10.0,67.1206354664979,2019-01-16 08:00:00,2019-01-16,Wednesday,0,4.3,0.75,10.682692269358972,67.26922887744625
1181,9,0.0,129.43044586978792,2019-01-16 09:00:00,2019-01-16,Wednesday,0,4.3,0.75,13.772820499999998,125.2695270182316
1182,10,10.0,95.36418503521736,2019-01-16 10:00:00,2019-01-16,Wednesday,0,4.3,0.75,23.574230782051288,102.48639139446388
1183,11,1.179490089416504,236.2119084149757,2019-01-16 11:00:00,2019-01-16,Wednesday,0,4.3,0.75,28.29641039743591,238.01521293591722
1184,12,0.000293731689453125,219.96092175296758,2019-01-16 12:00:00,2019-01-16,Wednesday,0,4.3,0.75,27.88987164102565,208.93064781385456
1185,13,10.0,181.7341700793943,2019-01-16 13:00:00,2019-01-16,Wednesday,0,4.3,0.75,30.10294885897436,277.4994235779213
1186,14,10.0,355.82878376274016,2019-01-16 14:00:00,2019-01-16,Wednesday,0,4.3,0.75,28.945896025641037,374.26193522419646
1187,15,10.0,276.7337476507148,2019-01-16 15:00:00,2019-01-16,Wednesday,0,4.3,0.75,30.78487307692308,363.1667778207218
1188,16,0.0,263.6324886058701,2019-01-16 16:00:00,2019-01-16,Wednesday,0,4.3,0.75,28.57807692307692,272.302544597831
1189,17,0.0,147.76829758403454,2019-01-16 17:00:00,2019-01-16,Wednesday,0,4.3,0.75,33.72666666666667,161.06521101906114
1190,8,1.060342788696289,84.58875731674242,2019-01-17 08:00:00,2019-01-17,Thursday,0,4.3,0.75,8.531474358974357,65.3334813966809
1191,9,0.0,139.0971882825969,2019-01-17 09:00:00,2019-01-17,Thursday,0,4.3,0.75,11.331923076923074,131.5309060634849
1192,10,10.0,117.86429200264082,2019-01-17 10:00:00,2019-01-17,Thursday,0,4.3,0.75,26.189486910256413,102.61406353722776
1193,11,1.941148281097412,252.91467999902767,2019-01-17 11:00:00,2019-01-17,Thursday,0,4.3,0.75,29.64820411525641,180.9548184736129
1194,12,0.023062705993652344,216.33963233472758,2019-01-17 12:00:00,2019-01-17,Thursday,0,4.3,0.75,29.592628205128197,72.68243939108609
