Hour,Point,Energy,Timestamp,Date,Day of Week,Out_of_Office,Presurvey,Weekly_Survey,Before_Game_Baseline,In_Game_Baseline
17,0.21314096450805664,112.50022299929245,2019-07-19 17:00:00,2019-07-19,Friday,0,4.82,3.49,26.405970256410257,110.95191056407737
8,0.06896781921386719,69.14529289284238,2019-07-20 08:00:00,2019-07-20,Saturday,0,4.82,3.49,6.5605127821794875,63.31594137188552
9,0.0,143.02810104575457,2019-07-20 09:00:00,2019-07-20,Saturday,0,4.82,3.49,6.4612820769230765,138.34066770878198
10,10.0,99.72730588701644,2019-07-20 10:00:00,2019-07-20,Saturday,0,4.82,3.49,6.5220512948717975,103.96700274816608
11,9.68083953857422,121.21108865794963,2019-07-20 11:00:00,2019-07-20,Saturday,0,4.82,3.49,7.012564089743587,167.01964525740195
12,10.0,89.31888713335809,2019-07-20 12:00:00,2019-07-20,Saturday,0,4.82,3.49,10.323203846153847,169.7391721366091
13,8.458589553833008,220.23533223736186,2019-07-20 13:00:00,2019-07-20,Saturday,0,4.82,3.49,8.487565384615385,228.67315164753072
14,1.0013580322265623e-05,414.37297620069637,2019-07-20 14:00:00,2019-07-20,Saturday,0,4.82,3.49,10.878719089743589,390.17993944598015
15,9.998387336730957,298.4403816486536,2019-07-20 15:00:00,2019-07-20,Saturday,0,4.82,3.49,10.176409115384617,353.60395395654604
16,0.0,317.7340092664381,2019-07-20 16:00:00,2019-07-20,Saturday,0,4.82,3.49,11.0275641025641,300.0498043554203
17,10.0,44.296685147630754,2019-07-20 17:00:00,2019-07-20,Saturday,0,4.82,3.49,11.056923076923082,128.15608150048786
8,9.999948501586914,78.25743847527579,2019-07-21 08:00:00,2019-07-21,Sunday,0,4.82,3.49,6.526794897435898,41.961119945381455
9,0.0,154.75887856788356,2019-07-21 09:00:00,2019-07-21,Sunday,0,4.82,3.49,6.171538461538463,99.88945417186444
10,10.0,136.66061019796538,2019-07-21 10:00:00,2019-07-21,Sunday,0,4.82,3.49,6.655641012820514,83.29221784833254
11,7.1469244956970215,215.89642551995337,2019-07-21 11:00:00,2019-07-21,Sunday,0,4.82,3.49,6.773974371794874,143.79075505976996
12,0.0,281.364654709367,2019-07-21 12:00:00,2019-07-21,Sunday,0,4.82,3.49,7.644743602564103,58.191762334582904
13,9.996935844421387,236.4434210059454,2019-07-21 13:00:00,2019-07-21,Sunday,0,4.82,3.49,7.025129461538459,249.92387267400986
14,9.999999046325684,485.81660708307584,2019-07-21 14:00:00,2019-07-21,Sunday,0,4.82,3.49,7.214229512820514,338.8006317627362
15,0.0,492.46337274689165,2019-07-21 15:00:00,2019-07-21,Sunday,0,4.82,3.49,7.133589743589742,331.2799236497745
16,0.0,373.36611579155027,2019-07-21 16:00:00,2019-07-21,Sunday,0,4.82,3.49,5.554230756410253,239.65397781782895
17,0.0020847320556640625,213.24300220001138,2019-07-21 17:00:00,2019-07-21,Sunday,0,4.82,3.49,7.786860256410253,95.51404421472489
8,8.106231689453125e-06,38.41426324942736,2019-07-22 08:00:00,2019-07-22,Monday,0,4.82,4.7,5.949807653846153,58.73269886767505
9,0.0,109.43312108008168,2019-07-22 09:00:00,2019-07-22,Monday,0,4.82,4.7,11.048076935897436,140.46637481964314
10,10.0,60.85046922973804,2019-07-22 10:00:00,2019-07-22,Monday,0,4.82,4.7,20.65320498717949,109.64108874246536
11,6.835334300994872,138.44454682820182,2019-07-22 11:00:00,2019-07-22,Monday,0,4.82,4.7,27.24794871794872,248.5188265859504
12,0.0,175.42672378967683,2019-07-22 12:00:00,2019-07-22,Monday,0,4.82,4.7,28.968846038461535,164.30583404515338
13,0.0,245.76568006476498,2019-07-22 13:00:00,2019-07-22,Monday,0,4.82,4.7,26.78608985897436,232.6584179418389
14,9.996126174926758,296.689701384799,2019-07-22 14:00:00,2019-07-22,Monday,0,4.82,4.7,26.64153858974359,392.39597798158206
15,0.0,317.60452013197016,2019-07-22 15:00:00,2019-07-22,Monday,0,4.82,4.7,27.686538461538458,378.76904555911204
16,0.0,233.46592987965295,2019-07-22 16:00:00,2019-07-22,Monday,0,4.82,4.7,29.074935897435896,297.9875572848377
17,9.999961853027344,22.181111091580775,2019-07-22 17:00:00,2019-07-22,Monday,0,4.82,4.7,30.389999999999997,87.64418386500931
8,3.3381876945495605,45.232059145921134,2019-07-23 08:00:00,2019-07-23,Tuesday,0,4.82,4.7,9.958076923076925,46.405006604153925
9,0.0,119.26149640516599,2019-07-23 09:00:00,2019-07-23,Tuesday,0,4.82,4.7,14.314487166666666,134.45711022879024
10,10.0,80.31143824612576,2019-07-23 10:00:00,2019-07-23,Tuesday,0,4.82,4.7,32.51307691025641,99.80178596755952
11,9.586837768554688,122.9770885648389,2019-07-23 11:00:00,2019-07-23,Tuesday,0,4.82,4.7,30.210126666666664,167.89763996475085
12,0.0,217.24373645495643,2019-07-23 12:00:00,2019-07-23,Tuesday,0,4.82,4.7,33.25846307692308,182.81318466350038
13,0.16492319107055664,326.48235931324956,2019-07-23 13:00:00,2019-07-23,Tuesday,0,4.82,4.7,28.521539615384626,232.79481208424826
14,2.6702880859375e-05,422.24844791579363,2019-07-23 14:00:00,2019-07-23,Tuesday,0,4.82,4.7,28.508714230769233,374.1860716238696
15,0.0,409.74825394241674,2019-07-23 15:00:00,2019-07-23,Tuesday,0,4.82,4.7,34.019104999999996,312.6876888995492
16,0.0,279.92199166492594,2019-07-23 16:00:00,2019-07-23,Tuesday,0,4.82,4.7,32.231666794871806,286.14309699547687
17,10.0,57.7963187243537,2019-07-23 17:00:00,2019-07-23,Tuesday,0,4.82,4.7,32.26346153846155,60.41189111392085
8,1.5735626220703125e-05,43.98292600434747,2019-07-24 08:00:00,2019-07-24,Wednesday,0,4.82,4.7,10.682692269358972,53.019505025537136
9,0.0,93.55093081654164,2019-07-24 09:00:00,2019-07-24,Wednesday,0,4.82,4.7,13.7728205,109.40307859406086
10,10.0,58.09668556788861,2019-07-24 10:00:00,2019-07-24,Wednesday,0,4.82,4.7,23.574230782051284,80.50529410558703
11,9.844017028808594,84.0311646513797,2019-07-24 11:00:00,2019-07-24,Wednesday,0,4.82,4.7,28.296410397435903,193.4091125251995
12,0.0,155.04888278665234,2019-07-24 12:00:00,2019-07-24,Wednesday,0,4.82,4.7,27.889871641025646,143.88565311257523
13,9.5367431640625e-07,269.0116658595114,2019-07-24 13:00:00,2019-07-24,Wednesday,0,4.82,4.7,30.102948858974358,238.2369164499356
14,0.0,381.06460537589203,2019-07-24 14:00:00,2019-07-24,Wednesday,0,4.82,4.7,28.945896025641034,336.1285390258368
15,0.0,339.33086703567983,2019-07-24 15:00:00,2019-07-24,Wednesday,0,4.82,4.7,30.784873076923077,352.79035028993985
16,0.0,228.49455456626046,2019-07-24 16:00:00,2019-07-24,Wednesday,0,4.82,4.7,28.578076923076917,249.17945058949599
17,0.06618165969848633,106.83498691781797,2019-07-24 17:00:00,2019-07-24,Wednesday,0,4.82,4.7,33.72666666666667,76.90193569726752
8,0.0,55.860336316934514,2019-07-25 08:00:00,2019-07-25,Thursday,0,4.82,4.7,8.531474358974357,52.24998041207571
9,0.0,90.35929241752794,2019-07-25 09:00:00,2019-07-25,Thursday,0,4.82,4.7,11.331923076923076,116.20142301839844
10,10.0,83.95104755772132,2019-07-25 10:00:00,2019-07-25,Thursday,0,4.82,4.7,26.189486910256417,93.2825657720358
11,9.978723526000977,91.23585733074245,2019-07-25 11:00:00,2019-07-25,Thursday,0,4.82,4.7,29.64820411525641,224.3414538850765
12,0.05250883102416992,169.1496213401476,2019-07-25 12:00:00,2019-07-25,Thursday,0,4.82,4.7,29.592628205128197,178.2787144490234
13,0.0,280.60263451350573,2019-07-25 13:00:00,2019-07-25,Thursday,0,4.82,4.7,30.13596256410257,214.040751183397
14,0.0,411.660464935432,2019-07-25 14:00:00,2019-07-25,Thursday,0,4.82,4.7,30.004745256410256,398.7978055482481
15,9.5367431640625e-07,364.13770768802004,2019-07-25 15:00:00,2019-07-25,Thursday,0,4.82,4.7,34.311729487307694,392.2956467555723
16,0.0,221.06852069257235,2019-07-25 16:00:00,2019-07-25,Thursday,0,4.82,4.7,31.939422948717947,271.2526504388953
17,8.58306884765625e-06,115.76915246216934,2019-07-25 17:00:00,2019-07-25,Thursday,0,4.82,4.7,30.698589743589746,87.01907658183201
8,0.0,63.12887773735159,2019-07-26 08:00:00,2019-07-26,Friday,0,4.82,4.7,7.930641000000001,38.914380383524495
9,0.0,139.73168631824163,2019-07-26 09:00:00,2019-07-26,Friday,0,4.82,4.7,10.78589743602564,99.44057627013471
10,10.0,90.85213741954679,2019-07-26 10:00:00,2019-07-26,Friday,0,4.82,4.7,18.938846153846153,74.04709633843267
11,9.967111587524414,133.51110345969397,2019-07-26 11:00:00,2019-07-26,Friday,0,4.82,4.7,22.847948717948714,175.36800756020773
12,2.3555243015289307,193.9929129262739,2019-07-26 12:00:00,2019-07-26,Friday,0,4.82,4.7,26.524358974358975,99.98484067219691
13,0.0,357.6725266406438,2019-07-26 13:00:00,2019-07-26,Friday,0,4.82,4.7,24.315000012820516,216.03786662452933
14,1.1920928955078125e-05,510.7375930677252,2019-07-26 14:00:00,2019-07-26,Friday,0,4.82,4.7,25.474807807692304,328.4297492185653
15,0.0,455.75059126343547,2019-07-26 15:00:00,2019-07-26,Friday,0,4.82,4.7,26.893204987179484,295.1655930944035
16,0.0,316.2204507759326,2019-07-26 16:00:00,2019-07-26,Friday,0,4.82,4.7,26.57064103846153,229.38199089770043
17,0.0,173.68729676087068,2019-07-26 17:00:00,2019-07-26,Friday,0,4.82,4.7,26.405970256410257,92.38543432650384
8,0.0,22.53248118014857,2019-07-27 08:00:00,2019-07-27,Saturday,0,4.82,4.7,6.5605127821794875,66.02627706074564
9,0.0,85.85148159984004,2019-07-27 09:00:00,2019-07-27,Saturday,0,4.82,4.7,6.4612820769230765,147.00244520924483
10,10.0,59.40825450115014,2019-07-27 10:00:00,2019-07-27,Saturday,0,4.82,4.7,6.5220512948717975,107.01670395530228
11,9.929548263549805,81.1316810421654,2019-07-27 11:00:00,2019-07-27,Saturday,0,4.82,4.7,7.012564089743587,175.05542530512375
12,9.99998664855957,33.45112766708472,2019-07-27 12:00:00,2019-07-27,Saturday,0,4.82,4.7,10.323203846153847,136.24141044076734
13,0.0013594627380371096,242.69758353093977,2019-07-27 13:00:00,2019-07-27,Saturday,0,4.82,4.7,8.487565384615385,203.11232357431584
14,0.0,337.3557736403285,2019-07-27 14:00:00,2019-07-27,Saturday,0,4.82,4.7,10.878719089743589,416.6761984808345
15,0.0,327.1459042967974,2019-07-27 15:00:00,2019-07-27,Saturday,0,4.82,4.7,10.176409115384617,324.3465948820537
16,0.0,209.6790577522831,2019-07-27 16:00:00,2019-07-27,Saturday,0,4.82,4.7,11.0275641025641,319.24084858620586
17,1.0013580322265623e-05,109.35611548887024,2019-07-27 17:00:00,2019-07-27,Saturday,0,4.82,4.7,11.056923076923082,97.43155288553679
8,0.013439655303955078,43.62311918314251,2019-07-28 08:00:00,2019-07-28,Sunday,0,4.82,4.7,6.526794897435898,48.862932156373596
9,0.0,133.31791016129336,2019-07-28 09:00:00,2019-07-28,Sunday,0,4.82,4.7,6.171538461538463,111.11218525197837
10,10.0,101.2997284259739,2019-07-28 10:00:00,2019-07-28,Sunday,0,4.82,4.7,6.655641012820514,97.60008101710912
11,8.773124694824219,146.58488261240296,2019-07-28 11:00:00,2019-07-28,Sunday,0,4.82,4.7,6.773974371794874,173.49376074819506
12,9.999847412109377,68.3650696984982,2019-07-28 12:00:00,2019-07-28,Sunday,0,4.82,4.7,7.644743602564103,127.54150130048463
13,9.97376823425293,177.3094005925305,2019-07-28 13:00:00,2019-07-28,Sunday,0,4.82,4.7,7.025129461538459,214.7406568538605
14,0.0,426.32166987850144,2019-07-28 14:00:00,2019-07-28,Sunday,0,4.82,4.7,7.214229512820514,366.01743477837346
15,0.0,419.14543286344616,2019-07-28 15:00:00,2019-07-28,Sunday,0,4.82,4.7,7.133589743589742,364.6457528275105
16,0.0,300.82035062354197,2019-07-28 16:00:00,2019-07-28,Sunday,0,4.82,4.7,5.554230756410253,269.00072274528435
17,0.7922692298889159,157.6335422719622,2019-07-28 17:00:00,2019-07-28,Sunday,0,4.82,4.7,7.786860256410253,130.87988337735564
8,0.001010417938232422,56.109930452984216,2019-07-29 08:00:00,2019-07-29,Monday,0,4.82,1.39,5.949807653846153,39.74931286743331
9,0.0,83.58942687170321,2019-07-29 09:00:00,2019-07-29,Monday,0,4.82,1.39,11.048076935897436,116.92288769731691
10,10.0,76.88199169072358,2019-07-29 10:00:00,2019-07-29,Monday,0,4.82,1.39,20.65320498717949,80.00260540801553
11,0.4701499938964844,235.7073448622243,2019-07-29 11:00:00,2019-07-29,Monday,0,4.82,1.39,27.24794871794872,205.2317780169689
12,0.0,187.3436924631273,2019-07-29 12:00:00,2019-07-29,Monday,0,4.82,1.39,28.968846038461535,120.13798913369557
13,0.06713151931762695,291.63155799175894,2019-07-29 13:00:00,2019-07-29,Monday,0,4.82,1.39,26.78608985897436,231.92788707185028
14,7.777522087097168,371.96885448526115,2019-07-29 14:00:00,2019-07-29,Monday,0,4.82,1.39,26.64153858974359,320.9646575807406
15,2.738671064376831,350.81876789079274,2019-07-29 15:00:00,2019-07-29,Monday,0,4.82,1.39,27.686538461538458,311.3034991171358
16,0.0,251.52035454083833,2019-07-29 16:00:00,2019-07-29,Monday,0,4.82,1.39,29.074935897435896,247.17667893885132
17,9.999887466430664,59.671711242869065,2019-07-29 17:00:00,2019-07-29,Monday,0,4.82,1.39,30.389999999999997,59.6428843791856
8,9.99532413482666,69.83022847164756,2019-07-30 08:00:00,2019-07-30,Tuesday,0,4.82,1.39,9.958076923076925,47.382782538281354
9,0.0,123.84134422887988,2019-07-30 09:00:00,2019-07-30,Tuesday,0,4.82,1.39,14.314487166666666,136.84319887997813
10,10.0,122.93996227391969,2019-07-30 10:00:00,2019-07-30,Tuesday,0,4.82,1.39,32.51307691025641,99.5029709813888
11,0.01549530029296875,269.04721108100546,2019-07-30 11:00:00,2019-07-30,Tuesday,0,4.82,1.39,30.210126666666664,132.31673279586795
12,3.399183511734009,200.28628533796413,2019-07-30 12:00:00,2019-07-30,Tuesday,0,4.82,1.39,33.25846307692308,193.32604929890257
13,10.0,219.6113646665694,2019-07-30 13:00:00,2019-07-30,Tuesday,0,4.82,1.39,28.521539615384626,289.0069006281185
14,0.0,418.100258425176,2019-07-30 14:00:00,2019-07-30,Tuesday,0,4.82,1.39,28.508714230769233,404.8375127513703
15,9.661310195922852,299.9261629613705,2019-07-30 15:00:00,2019-07-30,Tuesday,0,4.82,1.39,34.019104999999996,332.39415125147855
16,0.0,308.4440232907866,2019-07-30 16:00:00,2019-07-30,Tuesday,0,4.82,1.39,32.231666794871806,296.19067437769655
17,10.0,57.60302789364577,2019-07-30 17:00:00,2019-07-30,Tuesday,0,4.82,1.39,32.26346153846155,62.1435281187868
8,9.444904327392578,90.56509623458325,2019-07-31 08:00:00,2019-07-31,Wednesday,0,4.82,1.39,10.682692269358972,44.77549531963209
9,0.0,174.84718598078538,2019-07-31 09:00:00,2019-07-31,Wednesday,0,4.82,1.39,13.7728205,97.56096343649688
10,10.0,150.51935788585635,2019-07-31 10:00:00,2019-07-31,Wednesday,0,4.82,1.39,23.574230782051284,65.51520651318897
11,5.363168239593506,249.32957545207086,2019-07-31 11:00:00,2019-07-31,Wednesday,0,4.82,1.39,28.296410397435903,140.99981859902047
12,0.0006074905395507812,286.35321209439695,2019-07-31 12:00:00,2019-07-31,Wednesday,0,4.82,1.39,27.889871641025646,122.43057625296387
13,10.0,241.42612265883872,2019-07-31 13:00:00,2019-07-31,Wednesday,0,4.82,1.39,30.102948858974358,213.8459852331338
14,0.03145885467529297,507.82123164489855,2019-07-31 14:00:00,2019-07-31,Wednesday,0,4.82,1.39,28.945896025641034,329.96512834927785
15,0.0,515.2246973519593,2019-07-31 15:00:00,2019-07-31,Wednesday,0,4.82,1.39,30.784873076923077,322.85655849388985
16,0.0,392.7537573627053,2019-07-31 16:00:00,2019-07-31,Wednesday,0,4.82,1.39,28.578076923076917,226.0370729330766
17,10.0,92.7519620332574,2019-07-31 17:00:00,2019-07-31,Wednesday,0,4.82,1.39,33.72666666666667,56.498312639188384
8,0.7816810607910156,45.66561318351736,2019-08-01 08:00:00,2019-08-01,Thursday,0,4.82,1.39,8.531474358974357,55.22315889513819
9,0.0,93.1819085675861,2019-08-01 09:00:00,2019-08-01,Thursday,0,4.82,1.39,11.331923076923076,114.99777457065369
10,10.0,79.44679213195506,2019-08-01 10:00:00,2019-08-01,Thursday,0,4.82,1.39,26.189486910256417,94.65197208343709
11,8.099102020263674,115.19404129176282,2019-08-01 11:00:00,2019-08-01,Thursday,0,4.82,1.39,29.64820411525641,181.48372825587094
12,0.0,196.64114707781835,2019-08-01 12:00:00,2019-08-01,Thursday,0,4.82,1.39,29.592628205128197,212.0299028755851
13,9.999990463256836,149.70438500536994,2019-08-01 13:00:00,2019-08-01,Thursday,0,4.82,1.39,30.13596256410257,213.12766168634766
14,9.998358726501463,337.34931720459406,2019-08-01 14:00:00,2019-08-01,Thursday,0,4.82,1.39,30.004745256410256,404.43622878737114
15,0.0,350.8164666563324,2019-08-01 15:00:00,2019-08-01,Thursday,0,4.82,1.39,34.311729487307694,391.3431579199187
16,0.0,240.15580458613906,2019-08-01 16:00:00,2019-08-01,Thursday,0,4.82,1.39,31.939422948717947,262.93292052167664
17,0.0,133.437140958483,2019-08-01 17:00:00,2019-08-01,Thursday,0,4.82,1.39,30.698589743589746,84.42962920655738
8,0.00022172927856445312,70.65386847501172,2019-08-02 08:00:00,2019-08-02,Friday,0,4.82,1.39,7.930641000000001,40.75740501490162
9,0.0,119.05889780482086,2019-08-02 09:00:00,2019-08-02,Friday,0,4.82,1.39,10.78589743602564,102.01701431895584
10,10.0,103.01530191611923,2019-08-02 10:00:00,2019-08-02,Friday,0,4.82,1.39,18.938846153846153,77.0316617090226
11,9.983744621276855,109.5637405247365,2019-08-02 11:00:00,2019-08-02,Friday,0,4.82,1.39,22.847948717948714,134.0606088876796
12,0.0,211.69553083602798,2019-08-02 12:00:00,2019-08-02,Friday,0,4.82,1.39,26.524358974358975,139.80685018762196
13,0.0003452301025390625,321.3904384018608,2019-08-02 13:00:00,2019-08-02,Friday,0,4.82,1.39,24.315000012820516,277.5359211109605
14,0.0,441.33008247860937,2019-08-02 14:00:00,2019-08-02,Friday,0,4.82,1.39,25.474807807692304,367.97225049664553
15,0.0004382133483886719,408.23258331700526,2019-08-02 15:00:00,2019-08-02,Friday,0,4.82,1.39,26.893204987179484,354.92855413656434
16,0.0,280.8446252413891,2019-08-02 16:00:00,2019-08-02,Friday,0,4.82,1.39,26.57064103846153,237.48446193470093
17,0.017060279846191406,152.99480020508736,2019-08-02 17:00:00,2019-08-02,Friday,0,4.82,1.39,26.405970256410257,98.99050739644319
8,0.0,56.15039107930312,2019-08-03 08:00:00,2019-08-03,Saturday,0,4.82,1.39,6.5605127821794875,45.80715125310991
9,0.0,120.74033702143521,2019-08-03 09:00:00,2019-08-03,Saturday,0,4.82,1.39,6.4612820769230765,110.65032081497759
10,10.0,74.21053535432335,2019-08-03 10:00:00,2019-08-03,Saturday,0,4.82,1.39,6.5220512948717975,76.71038069344577
11,9.999963760375977,89.06024924264382,2019-08-03 11:00:00,2019-08-03,Saturday,0,4.82,1.39,7.012564089743587,144.5720150444836
12,5.9023475646972665,114.7241844460963,2019-08-03 12:00:00,2019-08-03,Saturday,0,4.82,1.39,10.323203846153847,108.26528228233985
13,0.0,281.99612114625523,2019-08-03 13:00:00,2019-08-03,Saturday,0,4.82,1.39,8.487565384615385,195.6925157291329
14,0.0,385.2062905074587,2019-08-03 14:00:00,2019-08-03,Saturday,0,4.82,1.39,10.878719089743589,354.55866965321434
15,0.02104806900024414,360.74385319844055,2019-08-03 15:00:00,2019-08-03,Saturday,0,4.82,1.39,10.176409115384617,307.572192793227
16,0.0,247.15293704120708,2019-08-03 16:00:00,2019-08-03,Saturday,0,4.82,1.39,11.0275641025641,251.78007581415397
17,0.0,127.09574109348755,2019-08-03 17:00:00,2019-08-03,Saturday,0,4.82,1.39,11.056923076923082,60.485165542810925
8,0.00020599365234375,94.5226834489032,2019-08-04 08:00:00,2019-08-04,Sunday,0,4.82,1.39,6.526794897435898,49.01683721325417
9,0.0,150.91582831786803,2019-08-04 09:00:00,2019-08-04,Sunday,0,4.82,1.39,6.171538461538463,121.9626770972147
10,10.0,118.17124212611404,2019-08-04 10:00:00,2019-08-04,Sunday,0,4.82,1.39,6.655641012820514,101.05927902952958
11,9.997640609741213,144.59451030197513,2019-08-04 11:00:00,2019-08-04,Sunday,0,4.82,1.39,6.773974371794874,170.54926183134313
12,9.854549407958984,104.14743663618711,2019-08-04 12:00:00,2019-08-04,Sunday,0,4.82,1.39,7.644743602564103,135.3113986388839
13,9.540270805358887,217.68024884907993,2019-08-04 13:00:00,2019-08-04,Sunday,0,4.82,1.39,7.025129461538459,220.5551445736988
14,9.99911117553711,402.1419634619436,2019-08-04 14:00:00,2019-08-04,Sunday,0,4.82,1.39,7.214229512820514,395.32009336596155
15,0.00016498565673828125,400.85800418692565,2019-08-04 15:00:00,2019-08-04,Sunday,0,4.82,1.39,7.133589743589742,393.2975776192141
16,0.0,321.2050204003558,2019-08-04 16:00:00,2019-08-04,Sunday,0,4.82,1.39,5.554230756410253,282.50716977792575
17,9.999887466430664,62.004105413570734,2019-08-04 17:00:00,2019-08-04,Sunday,0,4.82,1.39,7.786860256410253,130.36445337390745
8,9.280899047851562,88.39307108489835,2019-08-05 08:00:00,2019-08-05,Monday,0,4.82,3.47,5.949807653846153,38.8204505677794
9,0.0,170.449723942003,2019-08-05 09:00:00,2019-08-05,Monday,0,4.82,3.47,11.048076935897436,98.77601154963905
10,10.0,129.0767632831267,2019-08-05 10:00:00,2019-08-05,Monday,0,4.82,3.47,20.65320498717949,75.35665045997177
11,8.89858627319336,170.36334548845576,2019-08-05 11:00:00,2019-08-05,Monday,0,4.82,3.47,27.24794871794872,198.65858325849294
12,0.0,290.0942999477748,2019-08-05 12:00:00,2019-08-05,Monday,0,4.82,3.47,28.968846038461535,130.21105624299273
13,0.0002980232238769531,433.3575579563147,2019-08-05 13:00:00,2019-08-05,Monday,0,4.82,3.47,26.78608985897436,221.9620560533764
14,9.999998092651367,482.87771694728946,2019-08-05 14:00:00,2019-08-05,Monday,0,4.82,3.47,26.64153858974359,319.329735681184
15,0.0,480.99109807869706,2019-08-05 15:00:00,2019-08-05,Monday,0,4.82,3.47,27.686538461538458,292.68400735303453
16,0.0,356.49596078674347,2019-08-05 16:00:00,2019-08-05,Monday,0,4.82,3.47,29.074935897435896,243.32058956484104
17,7.631881237030028,92.53196199937392,2019-08-05 17:00:00,2019-08-05,Monday,0,4.82,3.47,30.389999999999997,39.486042968247084
8,0.1517348289489746,38.32913564965432,2019-08-06 08:00:00,2019-08-06,Tuesday,0,4.82,3.47,9.958076923076925,57.58103917278356
9,0.0,100.68254376381512,2019-08-06 09:00:00,2019-08-06,Tuesday,0,4.82,3.47,14.314487166666666,135.9641545330744
10,10.0,63.06876516153985,2019-08-06 10:00:00,2019-08-06,Tuesday,0,4.82,3.47,32.51307691025641,110.5194471218753
11,9.82520866394043,98.03561342625449,2019-08-06 11:00:00,2019-08-06,Tuesday,0,4.82,3.47,30.210126666666664,175.20002230347177
12,0.0,182.603782838856,2019-08-06 12:00:00,2019-08-06,Tuesday,0,4.82,3.47,33.25846307692308,229.722104100034
13,4.76837158203125e-07,277.8722365249317,2019-08-06 13:00:00,2019-08-06,Tuesday,0,4.82,3.47,28.521539615384626,249.7623952391335
14,9.998502731323242,336.9129026935707,2019-08-06 14:00:00,2019-08-06,Tuesday,0,4.82,3.47,28.508714230769233,411.7062570381502
15,0.0,336.30416108939374,2019-08-06 15:00:00,2019-08-06,Tuesday,0,4.82,3.47,34.019104999999996,340.5984352141282
16,0.0,242.94659951249147,2019-08-06 16:00:00,2019-08-06,Tuesday,0,4.82,3.47,32.231666794871806,303.3069407111483
17,9.703810691833496,41.42995810510253,2019-08-06 17:00:00,2019-08-06,Tuesday,0,4.82,3.47,32.26346153846155,60.47589174297192
8,0.4084486961364746,67.12723959993232,2019-08-07 08:00:00,2019-08-07,Wednesday,0,4.82,3.47,10.682692269358972,54.8940441895875
9,0.0,114.87233254449927,2019-08-07 09:00:00,2019-08-07,Wednesday,0,4.82,3.47,13.7728205,107.31144961244695
10,10.0,102.78019794840928,2019-08-07 10:00:00,2019-08-07,Wednesday,0,4.82,3.47,23.574230782051284,83.04258095108119
11,9.72596836090088,119.38387503938237,2019-08-07 11:00:00,2019-08-07,Wednesday,0,4.82,3.47,28.296410397435903,140.94990784699777
12,0.0001316070556640625,244.01971557276244,2019-08-07 12:00:00,2019-08-07,Wednesday,0,4.82,3.47,27.889871641025646,190.9392385410788
13,1.430511474609375e-06,349.9791996451195,2019-08-07 13:00:00,2019-08-07,Wednesday,0,4.82,3.47,30.102948858974358,227.12460469634252
14,10.0,393.8425790396301,2019-08-07 14:00:00,2019-08-07,Wednesday,0,4.82,3.47,28.945896025641034,374.7965445139417
15,1.1920928955078125e-05,437.7082237547538,2019-08-07 15:00:00,2019-08-07,Wednesday,0,4.82,3.47,30.784873076923077,363.13410857675603
16,0.0,310.1787328644552,2019-08-07 16:00:00,2019-08-07,Wednesday,0,4.82,3.47,28.578076923076917,255.89548867009717
17,9.996899604797363,74.22053065447054,2019-08-07 17:00:00,2019-08-07,Wednesday,0,4.82,3.47,33.72666666666667,68.67467048777631
8,0.08429670333862305,48.39691195407648,2019-08-08 08:00:00,2019-08-08,Thursday,0,4.82,3.47,8.531474358974357,43.46202749982778
9,0.0,101.77883361872819,2019-08-08 09:00:00,2019-08-08,Thursday,0,4.82,3.47,11.331923076923076,87.77794440842553
10,10.0,65.86181002001169,2019-08-08 10:00:00,2019-08-08,Thursday,0,4.82,3.47,26.189486910256417,77.03551734515723
11,9.69778823852539,104.68065164109078,2019-08-08 11:00:00,2019-08-08,Thursday,0,4.82,3.47,29.64820411525641,137.80607938188754
12,0.008264541625976562,190.43700183287035,2019-08-08 12:00:00,2019-08-08,Thursday,0,4.82,3.47,29.592628205128197,176.34072587731802
13,0.12786483764648438,266.87281041584333,2019-08-08 13:00:00,2019-08-08,Thursday,0,4.82,3.47,30.13596256410257,181.89295056542298
14,9.99928092956543,335.1513854369326,2019-08-08 14:00:00,2019-08-08,Thursday,0,4.82,3.47,30.004745256410256,351.75301860021295
15,0.0,364.9467510207589,2019-08-08 15:00:00,2019-08-08,Thursday,0,4.82,3.47,34.311729487307694,339.1819785281004
16,0.0,254.17490247612312,2019-08-08 16:00:00,2019-08-08,Thursday,0,4.82,3.47,31.939422948717947,217.24936812608232
17,0.01474905014038086,125.16552201280565,2019-08-08 17:00:00,2019-08-08,Thursday,0,4.82,3.47,30.698589743589746,98.40450233453298
8,0.0017747879028320312,49.89930763633374,2019-08-09 08:00:00,2019-08-09,Friday,0,4.82,3.47,7.930641000000001,51.78869725029475
9,0.0,122.30818641450875,2019-08-09 09:00:00,2019-08-09,Friday,0,4.82,3.47,10.78589743602564,109.52206771716665
10,10.0,90.33281210028377,2019-08-09 10:00:00,2019-08-09,Friday,0,4.82,3.47,18.938846153846153,85.57473732803919
11,9.964253425598145,123.23540930885895,2019-08-09 11:00:00,2019-08-09,Friday,0,4.82,3.47,22.847948717948714,102.0453239686979
12,8.420528411865233,115.7950890577456,2019-08-09 12:00:00,2019-08-09,Friday,0,4.82,3.47,26.524358974358975,157.1692197297074
13,0.01200246810913086,339.5315170826292,2019-08-09 13:00:00,2019-08-09,Friday,0,4.82,3.47,24.315000012820516,301.127867640967
