Hour,Point,Energy,Timestamp,Date,Day of Week,Out_of_Office,Presurvey,Weekly_Survey,Before_Game_Baseline,In_Game_Baseline
13,0.8121495246887207,320.5452715319033,2021-04-03 13:00:00,2021-04-03,Saturday,0,2.53,0.18,8.487565384615385,274.3261295687265
14,9.5367431640625e-07,427.8371276467627,2021-04-03 14:00:00,2021-04-03,Saturday,0,2.53,0.18,10.878719089743589,419.89434494289907
15,0.0,418.25142955260793,2021-04-03 15:00:00,2021-04-03,Saturday,0,2.53,0.18,10.176409115384617,375.31166303487333
16,0.0,298.2843515431754,2021-04-03 16:00:00,2021-04-03,Saturday,0,2.53,0.18,11.0275641025641,300.399808768773
17,9.250640869140624e-05,179.56275706046037,2021-04-03 17:00:00,2021-04-03,Saturday,0,2.53,0.18,11.056923076923082,121.62229242002799
8,1.2163405418395996,115.05188639264627,2021-04-04 08:00:00,2021-04-04,Sunday,0,2.53,0.18,6.526794897435898,64.90312683195873
9,0.0,189.76666385591022,2021-04-04 09:00:00,2021-04-04,Sunday,0,2.53,0.18,6.171538461538463,113.2095764234406
10,10.0,159.78274177051213,2021-04-04 10:00:00,2021-04-04,Sunday,0,2.53,0.18,6.655641012820514,89.33261418893801
11,5.313662528991699,278.9458086882096,2021-04-04 11:00:00,2021-04-04,Sunday,0,2.53,0.18,6.773974371794874,203.67133152908545
12,7.026043891906737,171.40635995984692,2021-04-04 12:00:00,2021-04-04,Sunday,0,2.53,0.18,7.644743602564103,183.3148940980617
13,5.635944843292236,344.90371139941215,2021-04-04 13:00:00,2021-04-04,Sunday,0,2.53,0.18,7.025129461538459,265.6664422806071
14,0.010686397552490234,534.2868645621764,2021-04-04 14:00:00,2021-04-04,Sunday,0,2.53,0.18,7.214229512820514,360.6391010675329
15,5.539379596710205,444.0837979127469,2021-04-04 15:00:00,2021-04-04,Sunday,0,2.53,0.18,7.133589743589742,299.5769108539925
16,0.0,382.5986289254035,2021-04-04 16:00:00,2021-04-04,Sunday,0,2.53,0.18,5.554230756410253,233.41514684144954
17,0.003590106964111328,227.34500270329087,2021-04-04 17:00:00,2021-04-04,Sunday,0,2.53,0.18,7.786860256410253,107.37860399517774
8,6.196587562561035,71.4923764852846,2021-04-05 08:00:00,2021-04-05,Monday,0,2.53,1.98,5.949807653846153,86.26505398729108
9,0.0,136.1998877862813,2021-04-05 09:00:00,2021-04-05,Monday,0,2.53,1.98,11.048076935897436,157.18451975457697
10,10.0,109.00167717661157,2021-04-05 10:00:00,2021-04-05,Monday,0,2.53,1.98,20.65320498717949,121.93602653400039
11,0.18495464324951166,267.39315378721204,2021-04-05 11:00:00,2021-04-05,Monday,0,2.53,1.98,27.24794871794872,287.2548296875079
12,0.20453548431396484,208.38957386158194,2021-04-05 12:00:00,2021-04-05,Monday,0,2.53,1.98,28.968846038461535,138.6987840936121
13,9.352293014526367,195.97333064814924,2021-04-05 13:00:00,2021-04-05,Monday,0,2.53,1.98,26.78608985897436,252.30539832683044
14,9.84572696685791,365.7212314229117,2021-04-05 14:00:00,2021-04-05,Monday,0,2.53,1.98,26.64153858974359,438.43938545227024
15,9.9979248046875,272.0415633077116,2021-04-05 15:00:00,2021-04-05,Monday,0,2.53,1.98,27.686538461538458,394.77669794145885
16,0.0,268.03665159280746,2021-04-05 16:00:00,2021-04-05,Monday,0,2.53,1.98,29.074935897435896,308.25729554577583
17,0.0,162.52381875222594,2021-04-05 17:00:00,2021-04-05,Monday,0,2.53,1.98,30.389999999999997,119.12138594139144
8,4.601055145263672,87.44937833311957,2021-04-06 08:00:00,2021-04-06,Tuesday,0,2.53,1.98,9.958076923076925,77.62694811018355
9,0.0,188.29003353761172,2021-04-06 09:00:00,2021-04-06,Tuesday,0,2.53,1.98,14.314487166666666,147.0987688100307
10,10.0,151.6084860580449,2021-04-06 10:00:00,2021-04-06,Tuesday,0,2.53,1.98,32.51307691025641,115.87082628229489
11,0.8954014778137207,335.1602637682351,2021-04-06 11:00:00,2021-04-06,Tuesday,0,2.53,1.98,30.210126666666664,228.6390780618987
12,10.0,125.61939770167442,2021-04-06 12:00:00,2021-04-06,Tuesday,0,2.53,1.98,33.25846307692308,240.44090923258287
13,1.1444091796875e-05,416.1644895976209,2021-04-06 13:00:00,2021-04-06,Tuesday,0,2.53,1.98,28.521539615384626,193.3782301230456
14,10.0,462.20842247893796,2021-04-06 14:00:00,2021-04-06,Tuesday,0,2.53,1.98,28.508714230769233,394.3010523481146
15,10.0,367.01445654368246,2021-04-06 15:00:00,2021-04-06,Tuesday,0,2.53,1.98,34.019104999999996,326.28713472305066
16,0.0,360.04819349885,2021-04-06 16:00:00,2021-04-06,Tuesday,0,2.53,1.98,32.231666794871806,302.1445755340172
17,9.884668350219727,96.22750041729144,2021-04-06 17:00:00,2021-04-06,Tuesday,0,2.53,1.98,32.26346153846155,127.05109211796058
8,8.872777938842773,90.46980547217741,2021-04-07 08:00:00,2021-04-07,Wednesday,0,2.53,1.98,10.682692269358972,72.44032095254913
9,0.0,144.70833623466154,2021-04-07 09:00:00,2021-04-07,Wednesday,0,2.53,1.98,13.7728205,132.8270312624193
10,10.0,129.1649156198449,2021-04-07 10:00:00,2021-04-07,Wednesday,0,2.53,1.98,23.574230782051284,94.09697223937626
11,0.1669626235961914,288.36930886727754,2021-04-07 11:00:00,2021-04-07,Wednesday,0,2.53,1.98,28.296410397435903,203.1500475795086
12,0.0,237.26694320461243,2021-04-07 12:00:00,2021-04-07,Wednesday,0,2.53,1.98,27.889871641025646,176.43184788645416
13,10.0,196.10283975511848,2021-04-07 13:00:00,2021-04-07,Wednesday,0,2.53,1.98,30.102948858974358,213.73488045383363
14,9.999216079711914,403.7203374882992,2021-04-07 14:00:00,2021-04-07,Wednesday,0,2.53,1.98,28.945896025641034,378.87923538211834
15,9.999990463256836,302.6578512621047,2021-04-07 15:00:00,2021-04-07,Wednesday,0,2.53,1.98,30.784873076923077,332.3772751695388
