0,y,v_learning,weekly_poll,pre_survey,points,email_indicator,out_of_office
-43.076699999999974,69.26999999999998,69.26999999999998,4.28,2.99,2.7951655,0.0,0.0
-19.639966666666623,52.79999999999996,52.79999999999996,4.28,2.99,5.1707916,0.0,0.0
-23.01666666666675,67.56000000000007,67.56000000000007,4.28,2.99,,0.0,0.0
-8.346666666666582,30.81999999999993,30.81999999999993,4.28,2.99,,0.0,0.0
-24.526666333333345,24.73000000000001,24.73000000000001,4.28,2.99,,0.0,0.0
0.0866663333333335,0.0,0.0,4.28,2.99,,0.0,0.0
0.02330000000000609,0.0,0.0,4.28,2.99,,0.0,0.0
0.0,0.0,0.0,4.28,2.99,,0.0,0.0
0.0,0.0,0.0,4.28,2.99,,0.0,0.0
0.0,0.0,0.0,4.28,2.99,,0.0,0.0
0.0,0.0,0.0,4.28,2.99,,0.0,0.0
0.0,0.0,0.0,4.28,2.99,,0.0,0.0
0.006666666666666667,0.0,0.0,4.28,2.99,,0.0,0.0
0.0,0.0,0.0,4.28,2.99,,0.0,0.0
0.09666666666666664,0.02,0.02,4.28,2.99,,0.0,0.0
-0.06,0.06,0.06,4.28,2.99,,0.0,0.0
0.08666666666666667,0.0,0.0,4.28,2.99,1.0171053,0.0,0.0
0.08666666666666667,0.0,0.0,4.28,2.99,3.843413,0.0,0.0
-66.44,67.02,67.02,4.28,2.99,2.7862592,0.0,0.0
39.82666666666668,0.0,0.0,4.28,2.99,8.7584,0.0,0.0
-40.84666666666669,72.98000000000002,72.98000000000002,4.28,2.99,0.19341803,0.0,0.0
32.37333333333334,0.5699999999999932,0.5699999999999932,4.28,2.99,0.62842464,0.0,0.0
-44.25666666666667,76.93,76.93,4.28,2.99,0.25686502,0.0,0.0
-34.59666666666668,65.71000000000001,65.71000000000001,4.28,2.99,6.0494237,0.0,0.0
-36.943333333333314,72.83999999999997,72.83999999999997,4.28,2.99,2.969158,0.0,0.0
12.543333333333333,30.81,30.81,4.28,2.99,6.308549,0.0,0.0
3.640000000000022,46.94999999999999,46.94999999999999,4.28,2.99,,0.0,0.0
-61.483333333333384,89.19000000000004,89.19000000000004,4.28,2.99,,0.0,0.0
-3.1200000000000045,3.1200000000000045,3.1200000000000045,4.28,2.99,,0.0,0.0
0.0,0.0,0.0,4.28,2.99,,0.0,0.0
0.17666666666665756,0.0,0.0,4.28,2.99,,0.0,0.0
0.0,0.0,0.0,4.28,2.99,,0.0,0.0
0.0,0.0,0.0,4.28,2.99,,0.0,0.0
-0.02,0.02,0.02,4.28,2.99,,0.0,0.0
0.0,0.0,0.0,4.28,2.99,,0.0,0.0
-0.27,0.27,0.27,4.28,2.99,,0.0,0.0
0.0,0.0,0.0,4.28,2.99,,0.0,0.0
0.09000000000000001,0.0,0.0,4.28,2.99,,0.0,0.0
0.0,0.0,0.0,4.28,2.99,,0.0,0.0
0.0,0.0,0.0,4.28,2.99,,0.0,0.0
0.0,0.0,0.0,4.28,2.99,5.2958117,0.0,0.0
-0.8999999999999999,0.8999999999999999,0.8999999999999999,4.28,2.99,0.97564363,0.0,0.0
-33.99,66.17,66.17,4.28,2.99,2.7271876,0.0,0.0
51.17999999999999,38.0,38.0,4.28,2.99,0.9647231,0.0,0.0
-20.13333333333334,76.50000000000001,76.50000000000001,4.28,2.99,4.110092,1.0,0.0
-24.86333333333333,37.60999999999999,37.60999999999999,4.28,2.99,0.142385,0.0,0.0
37.17333333333333,0.060000000000002274,0.060000000000002274,4.28,2.99,5.269787,0.0,0.0
-33.69333333333333,85.84,85.84,4.28,2.99,0.3719306,0.0,0.0
-14.283333333333312,57.90999999999997,57.90999999999997,4.28,2.99,0.36082458,0.0,0.0
-49.71,76.31,76.31,4.28,2.99,1.0789261,0.0,0.0
-78.29333333333331,110.70999999999998,110.70999999999998,4.28,2.99,,0.0,0.0
13.480000000000008,3.1299999999999955,3.1299999999999955,4.28,2.99,,0.0,0.0
-0.3666666666667125,5.210000000000036,5.210000000000036,4.28,2.99,,0.0,0.0
0.4000000000000152,0.0,0.0,4.28,2.99,,0.0,0.0
0.4033333333333265,0.0,0.0,4.28,2.99,,0.0,0.0
0.5166666666666515,0.0,0.0,4.28,2.99,,0.0,0.0
0.0,0.0,0.0,4.28,2.99,,0.0,0.0
0.32,0.0,0.0,4.28,2.99,,0.0,0.0
0.5,0.0,0.0,4.28,2.99,,0.0,0.0
0.4033333333333333,0.0,0.0,4.28,2.99,,0.0,0.0
0.40666666666666657,0.0,0.0,4.28,2.99,,0.0,0.0
0.43000000000000016,0.0,0.0,4.28,2.99,,0.0,0.0
0.43,0.0,0.0,4.28,2.99,,0.0,0.0
0.3999999999999997,0.0,0.0,4.28,2.99,,0.0,0.0
0.4233330000000007,0.0,0.0,4.28,2.99,0.09523201,0.0,0.0
-0.3266663333333337,0.73,0.73,4.28,2.99,1.6594436,0.0,0.0
-27.34333333333333,65.44,65.44,4.28,2.99,1.4996734,0.0,0.0
-4.633333333333336,35.77,35.77,4.28,2.99,2.5592985,0.0,0.0
17.846666666666664,14.730000000000004,14.730000000000004,4.28,2.99,0.52236795,0.0,0.0
-32.03666666666666,55.86,55.86,4.28,2.99,1.0494277,0.0,0.0
-20.83333333333335,58.34,58.34,4.28,2.99,0.18608618,0.0,0.0
-49.746666666666634,77.08999999999997,77.08999999999997,4.28,2.99,2.7021744,0.0,0.0
-52.67666666666669,78.61000000000001,78.61000000000001,4.28,2.99,0.4296379,0.0,0.0
-80.78999999999998,81.07,81.07,4.28,2.99,0.826797,0.0,0.0
-50.91000000000004,79.83000000000004,79.83000000000004,4.28,2.99,,0.0,0.0
-21.019999999999914,40.95999999999992,40.95999999999992,4.28,2.99,,0.0,0.0
8.076666666666654,0.0,0.0,4.28,2.99,,0.0,0.0
0.049999999999935575,0.060000000000059124,0.060000000000059124,4.28,2.99,,0.0,0.0
0.1099999999999947,0.0,0.0,4.28,2.99,,0.0,0.0
0.09333333333338108,0.03999999999996362,0.03999999999996362,4.28,2.99,,0.0,0.0
