hour,iteration,timestamp,reward,actions,price_signal
0,1,2012-01-03,-15.907246580282713,-1.1797078,0.30153157102760997
1,1,2012-01-03,-15.907246580282713,0.40358812,0.28079231947239003
2,1,2012-01-03,-15.907246580282713,-1.0721298,0.27852277747239
3,1,2012-01-03,-15.907246580282713,0.9351755,0.27806721247238997
4,1,2012-01-03,-15.907246580282713,0.32441443,0.28124719425
5,1,2012-01-03,-15.907246580282713,0.05501251,0.26641372177760997
6,1,2012-01-03,-15.907246580282713,-0.15826853,0.26459629349999997
7,1,2012-01-03,-15.907246580282713,1.0548366,0.26323512052761
8,1,2012-01-03,-15.907246580282713,0.010287195,1.001785146
9,1,2012-01-03,-15.907246580282713,0.16179177,0.4773649300322999
10,1,2012-01-03,-15.907246580282713,0.75372905,0.39492127949999994
11,1,2012-01-03,-15.907246580282713,-0.9231402,1.195577232177
12,1,2012-01-03,-15.907246580282713,-0.49001327,-0.019207518000000093
13,1,2012-01-03,-15.907246580282713,0.7131177,0.44522610732299994
14,1,2012-01-03,-15.907246580282713,0.4831065,1.0495440871769999
15,1,2012-01-03,-15.907246580282713,0.78404284,0.8295578311770001
16,1,2012-01-03,-15.907246580282713,1.7175833,1.257110993823
17,1,2012-01-03,-15.907246580282713,-1.5349404,1.45908144
18,1,2012-01-03,-15.907246580282713,1.1343896,1.436414914677
19,1,2012-01-03,-15.907246580282713,-0.21231917,1.429951684677
20,1,2012-01-03,-15.907246580282713,-1.1865852,1.3732837574999999
21,1,2012-01-03,-15.907246580282713,-2.1581326,1.1478464054739
22,1,2012-01-03,-15.907246580282713,-0.11073958,0.9364573432500001
23,1,2012-01-03,-15.907246580282713,0.27802283,0.38206165799999997
0,2,2012-01-04,-13.08054777565552,-0.40865088,0.30153157102760997
1,2,2012-01-04,-13.08054777565552,-1.0151088,0.28079231947239003
2,2,2012-01-04,-13.08054777565552,1.3080322,0.27852277747239
3,2,2012-01-04,-13.08054777565552,-0.32902238,0.27806721247238997
4,2,2012-01-04,-13.08054777565552,-1.9783266,0.28124719425
5,2,2012-01-04,-13.08054777565552,-0.25127885,0.26641372177760997
6,2,2012-01-04,-13.08054777565552,-1.6416897,0.26459629349999997
7,2,2012-01-04,-13.08054777565552,-0.9056867,0.26323512052761
8,2,2012-01-04,-13.08054777565552,0.8813815,1.001785146
9,2,2012-01-04,-13.08054777565552,0.28736454,0.4773649300322999
10,2,2012-01-04,-13.08054777565552,0.07002101,0.39492127949999994
11,2,2012-01-04,-13.08054777565552,-0.909344,1.195577232177
12,2,2012-01-04,-13.08054777565552,0.2824514,-0.019207518000000093
13,2,2012-01-04,-13.08054777565552,0.5939282,0.44522610732299994
14,2,2012-01-04,-13.08054777565552,-1.574336,1.0495440871769999
15,2,2012-01-04,-13.08054777565552,-0.5024986,0.8295578311770001
