0,79,2012-03-21,19.0,19.0,-21.29769073389455,0.0,0.30153157102760997
1,79,2012-03-21,19.0,78.12474119120381,-21.29769073389455,0.0018628964,0.28079231947239003
2,79,2012-03-21,19.0,361.0,-21.29769073389455,0.24894923,0.27852277747239
3,79,2012-03-21,19.0,361.0,-21.29769073389455,0.00066423253,0.27806721247238997
4,79,2012-03-21,68.32008586797565,19.0,-21.29769073389455,1.1971452,0.28124719425
5,79,2012-03-21,19.0,361.0,-21.29769073389455,0.0,0.26641372177760997
6,79,2012-03-21,19.0,361.0,-21.29769073389455,0.67155135,0.26459629349999997
7,79,2012-03-21,58.845287739085826,361.0,-21.29769073389455,0.0,0.26323512052761
8,79,2012-03-21,94.15246038253733,19.0,-21.29769073389455,0.0,1.001785146
9,79,2012-03-21,141.22869057380598,19.0,-21.29769073389455,0.0,0.4773649300322999
10,79,2012-03-21,235.3811509563433,19.0,-21.29769073389455,0.0,0.39492127949999994
11,79,2012-03-21,132.06794132737733,19.0,-21.29769073389455,0.43286034,1.195577232177
12,79,2012-03-21,211.84303586070897,361.0,-21.29769073389455,0.0,-0.019207518000000093
13,79,2012-03-21,294.09425848564354,19.0,-21.29769073389455,0.0003574991,0.44522610732299994
14,79,2012-03-21,361.0,19.0,-21.29769073389455,0.0,1.0495440871769999
15,79,2012-03-21,252.97608597140493,19.0,-21.29769073389455,0.39942664,0.8295578311770001
16,79,2012-03-21,258.9192660519776,19.0,-21.29769073389455,0.0,1.257110993823
17,79,2012-03-21,164.76680566944032,19.0,-21.29769073389455,0.0,1.45908144
18,79,2012-03-21,21.510582224554486,19.0,-21.29769073389455,0.69550985,1.436414914677
19,79,2012-03-21,58.71048584067587,19.0,-21.29769073389455,0.00036458983,1.429951684677
20,79,2012-03-21,23.538115095634332,19.0,-21.29769073389455,0.0,1.3732837574999999
21,79,2012-03-21,37.77048914403829,19.0,-21.29769073389455,1.9290906,1.1478464054739
22,79,2012-03-21,19.0,19.0,-21.29769073389455,0.0,0.9364573432500001
