hour,iteration,timestamp,demands,ideal_demands,reward,actions,price_signal
0,1,2012-01-03,19.0,19.0,-20.583010153329898,0.0,0.30153157102760997
1,1,2012-01-03,30.179206804189597,19.0,-20.583010153329898,0.54965866,0.28079231947239003
2,1,2012-01-03,92.16743324660374,221.3773398739375,-20.583010153329898,0.96056753,0.27852277747239
3,1,2012-01-03,19.0,361.0,-20.583010153329898,0.0,0.27806721247238997
4,1,2012-01-03,19.0,19.0,-20.583010153329898,0.0,0.28124719425
5,1,2012-01-03,19.0,361.0,-20.583010153329898,0.0,0.26641372177760997
6,1,2012-01-03,19.0,361.0,-20.583010153329898,0.0,0.26459629349999997
7,1,2012-01-03,19.0,361.0,-20.583010153329898,0.36069542,0.26323512052761
8,1,2012-01-03,77.9612836016252,19.0,-20.583010153329898,0.8879595,1.001785146
9,1,2012-01-03,127.30544564024441,19.0,-20.583010153329898,1.1342211,0.4773649300322999
10,1,2012-01-03,189.57204517669172,19.0,-20.583010153329898,1.38485,0.39492127949999994
11,1,2012-01-03,206.26248017929532,19.0,-20.583010153329898,1.4442637,1.195577232177
12,1,2012-01-03,19.0,361.0,-20.583010153329898,0.0,-0.019207518000000093
13,1,2012-01-03,361.0,19.0,-20.583010153329898,1.9778063,0.44522610732299994
14,1,2012-01-03,92.09268632337306,19.0,-20.583010153329898,0.97976613,1.0495440871769999
15,1,2012-01-03,361.0,19.0,-20.583010153329898,2.0087624,0.8295578311770001
16,1,2012-01-03,219.39751201897474,19.0,-20.583010153329898,1.489427,1.257110993823
17,1,2012-01-03,19.0,19.0,-20.583010153329898,0.0,1.45908144
18,1,2012-01-03,19.0,19.0,-20.583010153329898,0.0,1.436414914677
19,1,2012-01-03,19.0,19.0,-20.583010153329898,0.0,1.429951684677
20,1,2012-01-03,19.0,19.0,-20.583010153329898,0.28229034,1.3732837574999999
21,1,2012-01-03,22.439246882940036,19.0,-20.583010153329898,0.47501552,1.1478464054739
22,1,2012-01-03,361.0,19.0,-20.583010153329898,2.189915,0.9364573432500001
23,1,2012-01-03,19.0,19.0,-20.583010153329898,0.0,0.38206165799999997
0,2,2012-01-04,19.0,19.0,-15.430610348000673,0.0,0.30153157102760997
1,2,2012-01-04,19.0,19.0,-15.430610348000673,0.2917859,0.28079231947239003
2,2,2012-01-04,227.0533872794074,19.0,-15.430610348000673,1.1718899,0.27852277747239
3,2,2012-01-04,19.0,19.0,-15.430610348000673,0.0,0.27806721247238997
4,2,2012-01-04,19.0,19.0,-15.430610348000673,0.0,0.28124719425
5,2,2012-01-04,19.0,281.23386021902354,-15.430610348000673,0.0,0.26641372177760997
6,2,2012-01-04,19.0,361.0,-15.430610348000673,0.0,0.26459629349999997
