hour,iteration,timestamp,demands,ideal_demands,reward,actions,price_signal
0,1,2012-01-03,19.0,19.0,-17.363255651692626,0.0,0.33483268222239
1,1,2012-01-03,19.0,19.0,-17.363255651692626,0.0,0.34028220600000003
2,1,2012-01-03,19.0,19.0,-17.363255651692626,0.0,0.33596745322239
3,1,2012-01-03,19.0,361.0,-17.363255651692626,0.0,0.33301525402761
4,1,2012-01-03,19.0,190.0423623896128,-17.363255651692626,0.09186548,0.33362129347239006
5,1,2012-01-03,19.0,361.0,-17.363255651692626,0.0,0.3251450235
6,1,2012-01-03,211.20768583219578,361.0,-17.363255651692626,1.2414019,0.32196711247239
7,1,2012-01-03,19.0,361.0,-17.363255651692626,0.088709354,0.32363061502761
8,1,2012-01-03,19.0,19.0,-17.363255651692626,0.0,1.0718913270000001
9,1,2012-01-03,132.2512483351459,19.0,-17.363255651692626,0.9877854,0.7922107949999999
10,1,2012-01-03,19.0,19.0,-17.363255651692626,0.0,1.000317272823
11,1,2012-01-03,19.0,19.0,-17.363255651692626,0.0,0.5360606518229999
12,1,2012-01-03,361.0,19.0,-17.363255651692626,2.4846249,0.7560528826770001
13,1,2012-01-03,19.0,19.0,-17.363255651692626,0.0,0.549628105323
14,1,2012-01-03,212.6158563465814,19.0,-17.363255651692626,1.2598969,1.246172921823
15,1,2012-01-03,19.0,19.0,-17.363255651692626,0.19893014,1.528462486323
16,1,2012-01-03,342.40618822162327,19.0,-17.363255651692626,1.5865457,1.708351037823
17,1,2012-01-03,51.56138365406647,19.0,-17.363255651692626,0.62428343,1.8063427771770002
18,1,2012-01-03,19.0,19.0,-17.363255651692626,0.0,1.7098319925
19,1,2012-01-03,19.0,19.0,-17.363255651692626,0.0,1.720899587823
20,1,2012-01-03,19.0,19.0,-17.363255651692626,0.0,1.679905234677
21,1,2012-01-03,19.0,19.0,-17.363255651692626,0.0,1.3184410027239
22,1,2012-01-03,361.0,19.0,-17.363255651692626,2.011326,0.9708925349739
23,1,2012-01-03,19.0,19.0,-17.363255651692626,0.0,0.35352603277761
0,2,2012-01-04,19.0,19.0,-12.8574904756764,0.0,0.33483268222239
1,2,2012-01-04,19.0,19.0,-12.8574904756764,0.0,0.34028220600000003
2,2,2012-01-04,49.47736759320369,19.0,-12.8574904756764,0.5978887,0.33596745322239
3,2,2012-01-04,19.0,292.0689959903126,-12.8574904756764,0.0,0.33301525402761
4,2,2012-01-04,19.0,19.0,-12.8574904756764,0.0,0.33362129347239006
5,2,2012-01-04,19.0,361.0,-12.8574904756764,0.0,0.3251450235
6,2,2012-01-04,361.0,361.0,-12.8574904756764,2.7521431,0.32196711247239
7,2,2012-01-04,68.27979185724381,361.0,-12.8574904756764,0.7059159,0.32363061502761
8,2,2012-01-04,19.0,19.0,-12.8574904756764,0.0,1.0718913270000001
9,2,2012-01-04,19.0,19.0,-12.8574904756764,0.0,0.7922107949999999
10,2,2012-01-04,19.0,19.0,-12.8574904756764,0.10336831,1.000317272823
11,2,2012-01-04,19.0,19.0,-12.8574904756764,0.0,0.5360606518229999
12,2,2012-01-04,19.0,19.0,-12.8574904756764,0.315207,0.7560528826770001
13,2,2012-01-04,225.08822974406442,19.0,-12.8574904756764,1.2850091,0.549628105323
14,2,2012-01-04,60.75447120712314,19.0,-12.8574904756764,0.69061375,1.246172921823
15,2,2012-01-04,36.384057761618145,19.0,-12.8574904756764,0.54210013,1.528462486323
16,2,2012-01-04,19.0,19.0,-12.8574904756764,0.0,1.708351037823
17,2,2012-01-04,361.0,19.0,-12.8574904756764,1.9679607,1.8063427771770002
18,2,2012-01-04,19.0,19.0,-12.8574904756764,0.0,1.7098319925
19,2,2012-01-04,19.0,19.0,-12.8574904756764,0.0,1.720899587823
20,2,2012-01-04,19.0,19.0,-12.8574904756764,0.0,1.679905234677
21,2,2012-01-04,19.0,19.0,-12.8574904756764,0.2817816,1.3184410027239
22,2,2012-01-04,214.8250798479396,19.0,-12.8574904756764,1.2458322,0.9708925349739
23,2,2012-01-04,93.25999797911999,19.0,-12.8574904756764,0.8208518,0.35352603277761
0,3,2012-01-05,19.0,337.60704841386723,-13.062867441184512,0.0,0.33483268222239
1,3,2012-01-05,19.0,19.0,-13.062867441184512,0.0,0.34028220600000003
2,3,2012-01-05,19.0,19.0,-13.062867441184512,0.0,0.33596745322239
3,3,2012-01-05,38.824934540405636,361.0,-13.062867441184512,0.62747675,0.33301525402761
4,3,2012-01-05,358.4105772531071,361.0,-13.062867441184512,1.906482,0.33362129347239006
5,3,2012-01-05,176.61337340059674,361.0,-13.062867441184512,1.3383019,0.3251450235
6,3,2012-01-05,145.54072088844904,361.0,-13.062867441184512,1.2157061,0.32196711247239
7,3,2012-01-05,192.19286818484068,361.0,-13.062867441184512,1.3978715,0.32363061502761
8,3,2012-01-05,167.64253866441422,19.0,-13.062867441184512,1.3069345,1.0718913270000001
9,3,2012-01-05,173.4233336480958,19.0,-13.062867441184512,1.330677,0.7922107949999999
10,3,2012-01-05,19.0,19.0,-13.062867441184512,0.0,1.000317272823
11,3,2012-01-05,19.0,19.0,-13.062867441184512,0.0,0.5360606518229999
12,3,2012-01-05,19.0,19.0,-13.062867441184512,0.0,0.7560528826770001
13,3,2012-01-05,245.15344424516067,19.0,-13.062867441184512,1.5846522,0.549628105323
14,3,2012-01-05,19.0,19.0,-13.062867441184512,0.0,1.246172921823
15,3,2012-01-05,19.0,19.0,-13.062867441184512,0.0,1.528462486323
16,3,2012-01-05,19.0,19.0,-13.062867441184512,0.25648105,1.708351037823
17,3,2012-01-05,359.80525758879725,19.0,-13.062867441184512,1.9138488,1.8063427771770002
18,3,2012-01-05,19.0,19.0,-13.062867441184512,0.0,1.7098319925
19,3,2012-01-05,19.0,19.0,-13.062867441184512,0.0,1.720899587823
20,3,2012-01-05,19.0,19.0,-13.062867441184512,0.0,1.679905234677
21,3,2012-01-05,19.0,19.0,-13.062867441184512,0.0,1.3184410027239
22,3,2012-01-05,361.0,19.0,-13.062867441184512,2.2253642,0.9708925349739
23,3,2012-01-05,19.0,19.0,-13.062867441184512,0.20484412,0.35352603277761
0,4,2012-01-06,19.0,19.0,-9.799456070381966,0.0,0.33483268222239
1,4,2012-01-06,19.0,19.0,-9.799456070381966,0.0,0.34028220600000003
2,4,2012-01-06,142.58413664252993,19.0,-9.799456070381966,1.0124468,0.33596745322239
3,4,2012-01-06,361.0,22.722215032977658,-9.799456070381966,1.6123271,0.33301525402761
4,4,2012-01-06,19.0,19.0,-9.799456070381966,0.0,0.33362129347239006
5,4,2012-01-06,23.734818542465305,361.0,-9.799456070381966,0.4130756,0.3251450235
6,4,2012-01-06,19.0,361.0,-9.799456070381966,0.25227982,0.32196711247239
7,4,2012-01-06,19.0,361.0,-9.799456070381966,0.0,0.32363061502761
8,4,2012-01-06,19.0,19.0,-9.799456070381966,0.0,1.0718913270000001
9,4,2012-01-06,19.0,19.0,-9.799456070381966,0.0,0.7922107949999999
10,4,2012-01-06,19.0,19.0,-9.799456070381966,0.0,1.000317272823
11,4,2012-01-06,19.0,19.0,-9.799456070381966,0.07910454,0.5360606518229999
12,4,2012-01-06,19.0,19.0,-9.799456070381966,0.0,0.7560528826770001
13,4,2012-01-06,19.0,19.0,-9.799456070381966,0.0,0.549628105323
14,4,2012-01-06,38.434208745558784,19.0,-9.799456070381966,0.56063044,1.246172921823
15,4,2012-01-06,19.0,19.0,-9.799456070381966,0.0,1.528462486323
16,4,2012-01-06,19.0,19.0,-9.799456070381966,0.0,1.708351037823
17,4,2012-01-06,119.81875046529609,19.0,-9.799456070381966,0.9356208,1.8063427771770002
18,4,2012-01-06,19.0,19.0,-9.799456070381966,0.0,1.7098319925
19,4,2012-01-06,19.0,19.0,-9.799456070381966,0.0,1.720899587823
20,4,2012-01-06,19.0,19.0,-9.799456070381966,0.0,1.679905234677
21,4,2012-01-06,19.0,19.0,-9.799456070381966,0.0,1.3184410027239
22,4,2012-01-06,116.15030063712753,19.0,-9.799456070381966,0.9137907,0.9708925349739
23,4,2012-01-06,361.0,19.0,-9.799456070381966,3.3416395,0.35352603277761
0,5,2012-01-07,19.0,19.0,-9.871012950906094,0.0,0.33483268222239
1,5,2012-01-07,19.0,19.0,-9.871012950906094,0.0,0.34028220600000003
2,5,2012-01-07,19.0,19.0,-9.871012950906094,0.0,0.33596745322239
3,5,2012-01-07,144.68928767445817,19.0,-9.871012950906094,0.32967985,0.33301525402761
4,5,2012-01-07,111.29614044136677,19.0,-9.871012950906094,0.28914404,0.33362129347239006
5,5,2012-01-07,19.0,262.5590152148982,-9.871012950906094,0.0,0.3251450235
6,5,2012-01-07,19.0,361.0,-9.871012950906094,0.0,0.32196711247239
7,5,2012-01-07,19.0,361.0,-9.871012950906094,0.0,0.32363061502761
8,5,2012-01-07,19.0,19.0,-9.871012950906094,0.0,1.0718913270000001
9,5,2012-01-07,19.0,19.0,-9.871012950906094,0.0,0.7922107949999999
10,5,2012-01-07,19.0,19.0,-9.871012950906094,0.0,1.000317272823
11,5,2012-01-07,19.0,19.0,-9.871012950906094,0.0,0.5360606518229999
12,5,2012-01-07,19.0,19.0,-9.871012950906094,0.0,0.7560528826770001
13,5,2012-01-07,19.0,19.0,-9.871012950906094,0.0,0.549628105323
14,5,2012-01-07,19.0,19.0,-9.871012950906094,0.0,1.246172921823
15,5,2012-01-07,19.0,19.0,-9.871012950906094,0.0,1.528462486323
16,5,2012-01-07,19.0,19.0,-9.871012950906094,0.0,1.708351037823
17,5,2012-01-07,44.57358709907327,19.0,-9.871012950906094,0.21790624,1.8063427771770002
18,5,2012-01-07,19.0,19.0,-9.871012950906094,0.0,1.7098319925
19,5,2012-01-07,19.0,19.0,-9.871012950906094,0.0,1.720899587823
20,5,2012-01-07,19.0,19.0,-9.871012950906094,0.0,1.679905234677
21,5,2012-01-07,19.0,19.0,-9.871012950906094,0.06673181,1.3184410027239
22,5,2012-01-07,361.0,19.0,-9.871012950906094,0.56310207,0.9708925349739
23,5,2012-01-07,361.0,19.0,-9.871012950906094,1.1960207,0.35352603277761
0,6,2012-01-08,19.0,19.0,-8.643649267966111,0.0,0.33483268222239
1,6,2012-01-08,19.0,19.0,-8.643649267966111,0.0,0.34028220600000003
2,6,2012-01-08,19.0,19.0,-8.643649267966111,0.0,0.33596745322239
3,6,2012-01-08,19.0,333.2884096918557,-8.643649267966111,0.0,0.33301525402761
4,6,2012-01-08,361.0,19.0,-8.643649267966111,1.7278306,0.33362129347239006
5,6,2012-01-08,361.0,361.0,-8.643649267966111,1.734575,0.3251450235
6,6,2012-01-08,19.0,361.0,-8.643649267966111,0.0,0.32196711247239
7,6,2012-01-08,19.0,361.0,-8.643649267966111,0.0,0.32363061502761
8,6,2012-01-08,19.0,19.0,-8.643649267966111,0.0,1.0718913270000001
9,6,2012-01-08,19.0,19.0,-8.643649267966111,0.28077942,0.7922107949999999
10,6,2012-01-08,176.41511747989622,19.0,-8.643649267966111,0.8323393,1.000317272823
11,6,2012-01-08,19.0,19.0,-8.643649267966111,0.0,0.5360606518229999
12,6,2012-01-08,361.0,19.0,-8.643649267966111,1.2929353,0.7560528826770001
13,6,2012-01-08,19.0,19.0,-8.643649267966111,0.0,0.549628105323
14,6,2012-01-08,19.0,19.0,-8.643649267966111,0.22292274,1.246172921823
15,6,2012-01-08,19.0,19.0,-8.643649267966111,0.0,1.528462486323
16,6,2012-01-08,19.0,19.0,-8.643649267966111,0.0,1.708351037823
17,6,2012-01-08,19.0,19.0,-8.643649267966111,0.010508418,1.8063427771770002
18,6,2012-01-08,19.0,19.0,-8.643649267966111,0.0,1.7098319925
19,6,2012-01-08,19.0,19.0,-8.643649267966111,0.0,1.720899587823
20,6,2012-01-08,19.0,19.0,-8.643649267966111,0.0,1.679905234677
21,6,2012-01-08,19.0,19.0,-8.643649267966111,0.0,1.3184410027239
22,6,2012-01-08,19.0,19.0,-8.643649267966111,0.0,0.9708925349739
23,6,2012-01-08,175.87329221195932,19.0,-8.643649267966111,0.81897646,0.35352603277761
