hour,iteration,timestamp,reward,actions,price_signal
0,1,2012-01-03,-21.736190466990852,0.0004654646,0.30153157102760997
1,1,2012-01-03,-21.736190466990852,0.0018642765,0.28079231947239003
2,1,2012-01-03,-21.736190466990852,0.054959264,0.27852277747239
3,1,2012-01-03,-21.736190466990852,0.0010374194,0.27806721247238997
4,1,2012-01-03,-21.736190466990852,0.12726189,0.28124719425
5,1,2012-01-03,-21.736190466990852,0.065276094,0.26641372177760997
6,1,2012-01-03,-21.736190466990852,0.06621828,0.26459629349999997
7,1,2012-01-03,-21.736190466990852,0.23910151,0.26323512052761
8,1,2012-01-03,-21.736190466990852,0.44787335,1.001785146
9,1,2012-01-03,-21.736190466990852,0.064211845,0.4773649300322999
10,1,2012-01-03,-21.736190466990852,0.14360729,0.39492127949999994
11,1,2012-01-03,-21.736190466990852,0.0,1.195577232177
12,1,2012-01-03,-21.736190466990852,0.0,-0.019207518000000093
13,1,2012-01-03,-21.736190466990852,0.0,0.44522610732299994
14,1,2012-01-03,-21.736190466990852,0.22888565,1.0495440871769999
15,1,2012-01-03,-21.736190466990852,0.14760391,0.8295578311770001
16,1,2012-01-03,-21.736190466990852,0.24548447,1.257110993823
17,1,2012-01-03,-21.736190466990852,0.02651631,1.45908144
18,1,2012-01-03,-21.736190466990852,0.24852793,1.436414914677
19,1,2012-01-03,-21.736190466990852,0.00095354614,1.429951684677
20,1,2012-01-03,-21.736190466990852,0.0,1.3732837574999999
21,1,2012-01-03,-21.736190466990852,0.16633411,1.1478464054739
22,1,2012-01-03,-21.736190466990852,0.16744705,0.9364573432500001
23,1,2012-01-03,-21.736190466990852,0.0,0.38206165799999997
0,2,2012-01-04,-21.852835738511573,0.0,0.30153157102760997
1,2,2012-01-04,-21.852835738511573,0.00080833776,0.28079231947239003
2,2,2012-01-04,-21.852835738511573,0.00064793456,0.27852277747239
3,2,2012-01-04,-21.852835738511573,0.0,0.27806721247238997
4,2,2012-01-04,-21.852835738511573,0.11512284,0.28124719425
5,2,2012-01-04,-21.852835738511573,0.09391584,0.26641372177760997
6,2,2012-01-04,-21.852835738511573,0.13943493,0.26459629349999997
7,2,2012-01-04,-21.852835738511573,0.3810241,0.26323512052761
8,2,2012-01-04,-21.852835738511573,0.4885894,1.001785146
9,2,2012-01-04,-21.852835738511573,0.081630304,0.4773649300322999
10,2,2012-01-04,-21.852835738511573,0.11465432,0.39492127949999994
11,2,2012-01-04,-21.852835738511573,0.0017776899,1.195577232177
12,2,2012-01-04,-21.852835738511573,0.0,-0.019207518000000093
13,2,2012-01-04,-21.852835738511573,0.0,0.44522610732299994
14,2,2012-01-04,-21.852835738511573,0.27658495,1.0495440871769999
15,2,2012-01-04,-21.852835738511573,0.14939533,0.8295578311770001
16,2,2012-01-04,-21.852835738511573,0.30305398,1.257110993823
17,2,2012-01-04,-21.852835738511573,0.10737868,1.45908144
18,2,2012-01-04,-21.852835738511573,0.28580847,1.436414914677
19,2,2012-01-04,-21.852835738511573,0.00028495782,1.429951684677
20,2,2012-01-04,-21.852835738511573,0.0,1.3732837574999999
21,2,2012-01-04,-21.852835738511573,0.3110796,1.1478464054739
22,2,2012-01-04,-21.852835738511573,0.30319145,0.9364573432500001
23,2,2012-01-04,-21.852835738511573,0.0015385182,0.38206165799999997
0,3,2012-01-05,-20.81902507882125,5.8419108e-05,0.30153157102760997
1,3,2012-01-05,-20.81902507882125,5.912583e-05,0.28079231947239003
2,3,2012-01-05,-20.81902507882125,0.0,0.27852277747239
3,3,2012-01-05,-20.81902507882125,0.0003489452,0.27806721247238997
4,3,2012-01-05,-20.81902507882125,0.09116266,0.28124719425
5,3,2012-01-05,-20.81902507882125,0.08893302,0.26641372177760997
6,3,2012-01-05,-20.81902507882125,0.15903376,0.26459629349999997
7,3,2012-01-05,-20.81902507882125,0.384972,0.26323512052761
8,3,2012-01-05,-20.81902507882125,0.48164397,1.001785146
9,3,2012-01-05,-20.81902507882125,0.13080437,0.4773649300322999
10,3,2012-01-05,-20.81902507882125,0.028744258,0.39492127949999994
11,3,2012-01-05,-20.81902507882125,0.0,1.195577232177
12,3,2012-01-05,-20.81902507882125,0.0,-0.019207518000000093
13,3,2012-01-05,-20.81902507882125,0.0,0.44522610732299994
14,3,2012-01-05,-20.81902507882125,0.20080654,1.0495440871769999
15,3,2012-01-05,-20.81902507882125,0.19452286,0.8295578311770001
16,3,2012-01-05,-20.81902507882125,0.30840832,1.257110993823
17,3,2012-01-05,-20.81902507882125,0.1401997,1.45908144
18,3,2012-01-05,-20.81902507882125,0.25261843,1.436414914677
19,3,2012-01-05,-20.81902507882125,0.0,1.429951684677
20,3,2012-01-05,-20.81902507882125,0.0,1.3732837574999999
21,3,2012-01-05,-20.81902507882125,0.31523603,1.1478464054739
22,3,2012-01-05,-20.81902507882125,0.3466487,0.9364573432500001
23,3,2012-01-05,-20.81902507882125,0.0,0.38206165799999997
0,4,2012-01-06,-21.440052873959914,0.0010536888,0.30153157102760997
1,4,2012-01-06,-21.440052873959914,0.0,0.28079231947239003
2,4,2012-01-06,-21.440052873959914,0.0013979769,0.27852277747239
3,4,2012-01-06,-21.440052873959914,0.0,0.27806721247238997
4,4,2012-01-06,-21.440052873959914,0.10285218,0.28124719425
5,4,2012-01-06,-21.440052873959914,0.04328058,0.26641372177760997
6,4,2012-01-06,-21.440052873959914,0.16910689,0.26459629349999997
7,4,2012-01-06,-21.440052873959914,0.38097653,0.26323512052761
8,4,2012-01-06,-21.440052873959914,0.43126705,1.001785146
9,4,2012-01-06,-21.440052873959914,0.1829157,0.4773649300322999
10,4,2012-01-06,-21.440052873959914,0.00016792993,0.39492127949999994
11,4,2012-01-06,-21.440052873959914,0.0005076703,1.195577232177
12,4,2012-01-06,-21.440052873959914,0.0,-0.019207518000000093
13,4,2012-01-06,-21.440052873959914,0.0005575366,0.44522610732299994
14,4,2012-01-06,-21.440052873959914,0.13168563,1.0495440871769999
15,4,2012-01-06,-21.440052873959914,0.23387252,0.8295578311770001
16,4,2012-01-06,-21.440052873959914,0.32282442,1.257110993823
17,4,2012-01-06,-21.440052873959914,0.17099786,1.45908144
18,4,2012-01-06,-21.440052873959914,0.2599206,1.436414914677
19,4,2012-01-06,-21.440052873959914,0.0,1.429951684677
20,4,2012-01-06,-21.440052873959914,0.0008574501,1.3732837574999999
21,4,2012-01-06,-21.440052873959914,0.27443418,1.1478464054739
22,4,2012-01-06,-21.440052873959914,0.36758935,0.9364573432500001
23,4,2012-01-06,-21.440052873959914,0.000950587,0.38206165799999997
0,5,2012-01-07,-21.685261453689463,0.0007676408,0.30153157102760997
1,5,2012-01-07,-21.685261453689463,0.0,0.28079231947239003
2,5,2012-01-07,-21.685261453689463,0.0007964209,0.27852277747239
3,5,2012-01-07,-21.685261453689463,0.0005602512,0.27806721247238997
4,5,2012-01-07,-21.685261453689463,0.148717,0.28124719425
5,5,2012-01-07,-21.685261453689463,0.009269749,0.26641372177760997
6,5,2012-01-07,-21.685261453689463,0.1993603,0.26459629349999997
7,5,2012-01-07,-21.685261453689463,0.38784552,0.26323512052761
8,5,2012-01-07,-21.685261453689463,0.4335702,1.001785146
9,5,2012-01-07,-21.685261453689463,0.21493831,0.4773649300322999
10,5,2012-01-07,-21.685261453689463,0.0005046144,0.39492127949999994
11,5,2012-01-07,-21.685261453689463,0.001454114,1.195577232177
12,5,2012-01-07,-21.685261453689463,0.00066670903,-0.019207518000000093
13,5,2012-01-07,-21.685261453689463,7.558496e-05,0.44522610732299994
14,5,2012-01-07,-21.685261453689463,0.07220126,1.0495440871769999
15,5,2012-01-07,-21.685261453689463,0.21153897,0.8295578311770001
16,5,2012-01-07,-21.685261453689463,0.37054422,1.257110993823
17,5,2012-01-07,-21.685261453689463,0.15713298,1.45908144
18,5,2012-01-07,-21.685261453689463,0.300066,1.436414914677
