hour,iteration,timestamp,demands,ideal_demands,reward,actions,price_signal
0,1,2012-01-03,19.0,19.0,-3339.6802785856453,0.0,0.31992190177761
1,1,2012-01-03,19.0,19.0,-3339.6802785856453,0.0,0.33407616824999997
2,1,2012-01-03,19.0,19.0,-3339.6802785856453,0.0,0.36283543447239
3,1,2012-01-03,19.0,19.0,-3339.6802785856453,0.13022745,0.3554193885
4,1,2012-01-03,26.59861854755118,19.0,-3339.6802785856453,0.4606803,0.33135106125
5,1,2012-01-03,19.0,19.0,-3339.6802785856453,0.34824303,0.31591085902761
6,1,2012-01-03,361.0,19.0,-3339.6802785856453,2.8459044,0.35511567847239006
7,1,2012-01-03,19.0,19.0,-3339.6802785856453,0.3045745,0.36162542625
8,1,2012-01-03,19.0,19.0,-3339.6802785856453,0.32406616,0.010571790000000062
9,1,2012-01-03,19.0,361.0,-3339.6802785856453,0.0,-0.27350396446770014
10,1,2012-01-03,19.0,291.63870509795447,-3339.6802785856453,0.16093537,-0.044425581177000226
11,1,2012-01-03,19.0,361.0,-3339.6802785856453,0.3479456,-0.10516169399999999
12,1,2012-01-03,19.0,361.0,-3339.6802785856453,0.0,-0.20233462903229976
13,1,2012-01-03,28.607954120677302,19.0,-3339.6802785856453,0.503248,0.13015494917699985
14,1,2012-01-03,19.0,19.0,-3339.6802785856453,0.0,0.294183232323
15,1,2012-01-03,88.36051878831803,19.0,-3339.6802785856453,0.85791326,0.700591522323
16,1,2012-01-03,170.84039504223267,19.0,-3339.6802785856453,1.1769068,1.016678514177
17,1,2012-01-03,229.50377045292544,19.0,-3339.6802785856453,1.3583724,1.2470230575
18,1,2012-01-03,184.72744814624986,19.0,-3339.6802785856453,1.2181594,1.2736754025
19,1,2012-01-03,361.0,19.0,-3339.6802785856453,2.0874825,1.106950877823
20,1,2012-01-03,19.0,19.0,-3339.6802785856453,0.0,1.215236627823
21,1,2012-01-03,19.0,19.0,-3339.6802785856453,0.0,1.00018260375
22,1,2012-01-03,19.0,19.0,-3339.6802785856453,0.0,0.80953210252761
23,1,2012-01-03,19.0,19.0,-3339.6802785856453,0.22151911,0.35526684322239
0,2,2012-01-04,19.0,19.0,-1171.910406883915,0.0,0.31992190177761
1,2,2012-01-04,19.0,19.0,-1171.910406883915,0.0,0.33407616824999997
2,2,2012-01-04,19.0,19.0,-1171.910406883915,0.0,0.36283543447239
3,2,2012-01-04,19.0,19.0,-1171.910406883915,0.0,0.3554193885
4,2,2012-01-04,19.0,19.0,-1171.910406883915,0.08434557,0.33135106125
5,2,2012-01-04,125.61800827533598,19.0,-1171.910406883915,1.2332419,0.31591085902761
6,2,2012-01-04,159.45189022648134,19.0,-1171.910406883915,1.390151,0.35511567847239006
7,2,2012-01-04,19.0,19.0,-1171.910406883915,0.26760343,0.36162542625
8,2,2012-01-04,19.0,361.0,-1171.910406883915,0.17770046,0.010571790000000062
9,2,2012-01-04,19.0,361.0,-1171.910406883915,0.0,-0.27350396446770014
10,2,2012-01-04,19.0,361.0,-1171.910406883915,0.0,-0.044425581177000226
11,2,2012-01-04,186.6639905860919,361.0,-1171.910406883915,1.5102924,-0.10516169399999999
12,2,2012-01-04,19.0,361.0,-1171.910406883915,0.0,-0.20233462903229976
13,2,2012-01-04,107.38484910651911,65.22199969840678,-1171.910406883915,1.151144,0.13015494917699985
14,2,2012-01-04,341.60162560522616,19.0,-1171.910406883915,2.0429997,0.294183232323
15,2,2012-01-04,19.0,19.0,-1171.910406883915,0.0,0.700591522323
16,2,2012-01-04,289.89810489238926,19.0,-1171.910406883915,1.8793248,1.016678514177
17,2,2012-01-04,361.0,19.0,-1171.910406883915,3.0235682,1.2470230575
18,2,2012-01-04,240.0992925820465,19.0,-1171.910406883915,1.707904,1.2736754025
19,2,2012-01-04,19.0,19.0,-1171.910406883915,0.0,1.106950877823
20,2,2012-01-04,72.57071487795473,19.0,-1171.910406883915,0.93841887,1.215236627823
21,2,2012-01-04,19.0,19.0,-1171.910406883915,0.0,1.00018260375
22,2,2012-01-04,19.0,19.0,-1171.910406883915,0.0,0.80953210252761
23,2,2012-01-04,61.93352354636141,19.0,-1171.910406883915,0.86593485,0.35526684322239
