"ray/tune/custom_metrics/real_step_max","threshold_type: 1 - _step","threshold_type: 1 - _step__MIN","threshold_type: 1 - _step__MAX","threshold_type: 1 - ray/tune/custom_metrics/energy_cost_mean","threshold_type: 1 - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: 1 - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: hard - _step","threshold_type: hard - _step__MIN","threshold_type: hard - _step__MAX","threshold_type: hard - ray/tune/custom_metrics/energy_cost_mean","threshold_type: hard - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: hard - ray/tune/custom_metrics/energy_cost_mean__MAX"
"85","154","150","160","62.019639333089195","59.68832015991211","63.30781936645508","","","","","",""
"87","150","150","150","60.97370910644531","60.97370910644531","60.97370910644531","","","","","",""
"90","","","","","","","1","1","1","110.29092407226562","110.29092407226562","110.29092407226562"
"91","151","151","151","61.50305366516113","59.399993896484375","63.60611343383789","","","","","",""
"92","","","","","","","1","1","1","113.13251495361328","113.13251495361328","113.13251495361328"
"94","152","152","152","62.33147048950195","62.33147048950195","62.33147048950195","","","","","",""
"95","","","","","","","1","1","1","110.58539581298828","110.58539581298828","110.58539581298828"
"96","153","153","153","63.415287017822266","63.415287017822266","63.415287017822266","","","","","",""
"97","161","161","161","59.986961364746094","59.986961364746094","59.986961364746094","","","","","",""
"98","","","","","","","1","1","1","117.1480484008789","117.1480484008789","117.1480484008789"
"100","152.5","151","154","62.76042175292969","61.50608825683594","64.01475524902344","","","","","",""
"101","152","152","152","58.64054489135742","58.64054489135742","58.64054489135742","","","","","",""
"104","153","153","153","58.328163146972656","58.328163146972656","58.328163146972656","","","","","",""
"107","154","153","155","63.80037307739258","63.536109924316406","64.06463623046875","","","","","",""
"108","162","162","162","59.176918029785156","59.176918029785156","59.176918029785156","1","1","1","106.5019760131836","106.5019760131836","106.5019760131836"
"109","153","152","154","59.85249900817871","58.86399459838867","60.84100341796875","","","","","",""
"111","153","153","153","58.53549575805664","58.53549575805664","58.53549575805664","","","","","",""
"116","157.66666666666666","154","163","60.29494094848633","58.34761428833008","63.69661331176758","","","","","",""
"120","155","155","155","58.261924743652344","58.261924743652344","58.261924743652344","","","","","",""
"122","154.5","154","155","61.07675743103027","58.97750473022461","63.17601013183594","","","","","",""
"123","160.5","157","164","60.80915069580078","58.900169372558594","62.71813201904297","","","","","",""
"127","156","156","156","57.90150833129883","57.90150833129883","57.90150833129883","","","","","",""
"128","158","158","158","63.935585021972656","63.935585021972656","63.935585021972656","","","","","",""
"129","156","156","156","58.05131530761719","58.05131530761719","58.05131530761719","","","","","",""
"132","157","155","159","62.57083702087402","62.401363372802734","62.74031066894531","","","","","",""
"133","165","165","165","58.71566390991211","58.71566390991211","58.71566390991211","","","","","",""
"134","157","157","157","58.68315887451172","58.68315887451172","58.68315887451172","","","","","",""
"138","157.5","157","158","57.87371826171875","57.6485710144043","58.0988655090332","","","","","",""
"139","","","","","","","2","2","2","102.76768493652344","102.76768493652344","102.76768493652344"
"140","166","166","166","58.9481201171875","58.9481201171875","58.9481201171875","2","2","2","116.70349884033203","116.70349884033203","116.70349884033203"
"141","","","","","","","2","2","2","116.32711029052734","116.32711029052734","116.32711029052734"
"142","160","160","160","62.9155387878418","62.9155387878418","62.9155387878418","","","","","",""
"144","161","161","161","61.899070739746094","61.899070739746094","61.899070739746094","","","","","",""
"146","159","159","159","57.01988220214844","57.01988220214844","57.01988220214844","2","2","2","104.48396301269531","104.48396301269531","104.48396301269531"
"147","156","156","156","63.041221618652344","63.041221618652344","63.041221618652344","","","","","",""
"148","162","162","162","61.74417495727539","61.74417495727539","61.74417495727539","","","","","",""
"151","158","158","158","58.20911407470703","58.20911407470703","58.20911407470703","","","","","",""
"154","161.5","160","163","59.9686336517334","57.50642395019531","62.430843353271484","","","","","",""
"157","157","157","157","62.25651931762695","62.25651931762695","62.25651931762695","","","","","",""
"158","159","159","159","57.40901184082031","57.40901184082031","57.40901184082031","","","","","",""
"159","167","167","167","60.07740020751953","60.07740020751953","60.07740020751953","2","2","2","113.41766357421875","113.41766357421875","113.41766357421875"
"161","164","164","164","62.503082275390625","62.503082275390625","62.503082275390625","","","","","",""
"165","160","160","160","57.29874801635742","57.29874801635742","57.29874801635742","","","","","",""
"166","161","161","161","58.048545837402344","58.048545837402344","58.048545837402344","","","","","",""
"168","163","158","168","60.08135986328125","58.284339904785156","61.878379821777344","","","","","",""
"170","163.5","162","165","59.13962173461914","56.26943588256836","62.00980758666992","","","","","",""
"174","162","161","163","57.04998016357422","56.689266204833984","57.41069412231445","","","","","",""
"176","166","166","166","61.76725769042969","61.76725769042969","61.76725769042969","","","","","",""
"177","159","159","159","62.74280548095703","62.74280548095703","62.74280548095703","","","","","",""
"180","","","","","","","3","3","3","110.83673858642578","110.83673858642578","110.83673858642578"
"182","168","167","169","60.2227668762207","58.39515686035156","62.050376892089844","","","","","",""
"184","162","162","162","56.72890090942383","56.72890090942383","56.72890090942383","","","","","",""
"186","164","164","164","58.180782318115234","58.180782318115234","58.180782318115234","","","","","",""
"188","160","160","160","62.29383850097656","62.29383850097656","62.29383850097656","3","3","3","106.73075103759766","106.73075103759766","106.73075103759766"
"190","170","170","170","57.61349105834961","57.61349105834961","57.61349105834961","","","","","",""
"194","164","163","165","57.1002254486084","56.978492736816406","57.22195816040039","3","3","3","109.71639251708984","109.71639251708984","109.71639251708984"
"195","161","161","161","62.30418395996094","62.30418395996094","62.30418395996094","3","3","3","105.90497589111328","105.90497589111328","105.90497589111328"
"197","169.5","168","171","60.19830513000488","57.73920822143555","62.65740203857422","","","","","",""
"200","166","166","166","56.77677536010742","56.77677536010742","56.77677536010742","","","","","",""
"204","","","","","","","3","3","3","110.68214416503906","110.68214416503906","110.68214416503906"
"205","167","162","172","59.91130065917969","58.2241096496582","61.59849166870117","","","","","",""
"206","167","167","167","56.816162109375","56.816162109375","56.816162109375","","","","","",""
"208","166","164","168","57.01810646057129","55.99020004272461","58.04601287841797","","","","","",""
"209","169","169","169","62.62678527832031","62.62678527832031","62.62678527832031","","","","","",""
"215","173","173","173","58.427433013916016","58.427433013916016","58.427433013916016","","","","","",""
"216","169","169","169","56.7459716796875","56.7459716796875","56.7459716796875","","","","","",""
"217","163","163","163","61.15559387207031","61.15559387207031","61.15559387207031","","","","","",""
"218","165","165","165","56.7283821105957","56.7283821105957","56.7283821105957","","","","","",""
"220","170","170","170","61.83187484741211","61.83187484741211","61.83187484741211","","","","","",""
"221","","","","","","","4","4","4","113.8575210571289","113.8575210571289","113.8575210571289"
"224","172","170","174","57.19109535217285","56.37282943725586","58.009361267089844","","","","","",""
"225","166","166","166","55.9968376159668","55.9968376159668","55.9968376159668","","","","","",""
"228","175","175","175","57.864471435546875","57.864471435546875","57.864471435546875","","","","","",""
"231","171","171","171","58.84804153442383","55.83759307861328","61.858489990234375","","","","","",""
"232","165.5","164","167","59.471500396728516","56.05186080932617","62.89113998413086","","","","","",""
"236","","","","","","","4","4","4","104.31259155273438","104.31259155273438","104.31259155273438"
"238","168.5","165","172","58.71755027770996","55.72419738769531","61.71090316772461","","","","","",""
"239","176","176","176","58.411556243896484","58.411556243896484","58.411556243896484","","","","","",""
"242","","","","","","","4","4","4","107.70222473144531","107.70222473144531","107.70222473144531"
"244","168","168","168","57.06653594970703","57.06653594970703","57.06653594970703","","","","","",""
"245","173","173","173","55.92448425292969","55.92448425292969","55.92448425292969","","","","","",""
"246","172","172","172","62.47295379638672","62.47295379638672","62.47295379638672","","","","","",""
"249","174","174","174","55.774261474609375","55.774261474609375","55.774261474609375","","","","","",""
"251","177","177","177","58.1378173828125","58.1378173828125","58.1378173828125","","","","","",""
"252","","","","","","","4","4","4","105.26271057128906","105.26271057128906","105.26271057128906"
"254","","","","","","","4","4","4","113.5218505859375","113.5218505859375","113.5218505859375"
"255","166","166","166","63.02635192871094","63.02635192871094","63.02635192871094","","","","","",""
"257","174","173","175","58.9199333190918","56.03855895996094","61.801307678222656","","","","","",""
"258","169","169","169","57.063865661621094","57.063865661621094","57.063865661621094","","","","","",""
"260","178","178","178","58.23019027709961","58.23019027709961","58.23019027709961","","","","","",""
"263","167","167","167","61.80888366699219","61.80888366699219","61.80888366699219","","","","","",""
"264","176","176","176","56.107215881347656","56.107215881347656","56.107215881347656","","","","","",""
"267","179","179","179","57.332275390625","57.332275390625","57.332275390625","","","","","",""
"268","168","168","168","61.22235870361328","61.22235870361328","61.22235870361328","","","","","",""
"269","170","170","170","56.91825866699219","56.91825866699219","56.91825866699219","","","","","",""
"270","177","177","177","55.24412155151367","55.24412155151367","55.24412155151367","","","","","",""
"273","174","174","174","62.41732406616211","62.41732406616211","62.41732406616211","","","","","",""
"274","","","","","","","5","5","5","104.1346435546875","104.1346435546875","104.1346435546875"
"275","175.5","171","180","56.755836486816406","55.46204376220703","58.04962921142578","","","","","",""
"276","178","178","178","56.1495361328125","56.1495361328125","56.1495361328125","","","","","",""
"277","169","169","169","61.38804244995117","61.38804244995117","61.38804244995117","","","","","",""
"280","181","181","181","57.48143005371094","57.48143005371094","57.48143005371094","","","","","",""
"281","179","179","179","55.86017990112305","55.86017990112305","55.86017990112305","","","","","",""
"282","172","172","172","56.02228546142578","56.02228546142578","56.02228546142578","5","5","5","110.15913391113281","110.15913391113281","110.15913391113281"
"283","175","175","175","61.506134033203125","61.506134033203125","61.506134033203125","","","","","",""
"285","170","170","170","61.734596252441406","61.734596252441406","61.734596252441406","","","","","",""
"287","181","180","182","56.805397033691406","56.03492736816406","57.57586669921875","","","","","",""
"290","177","173","181","55.904762268066406","55.81648635864258","55.993038177490234","","","","","",""
"292","176","176","176","61.65605163574219","61.65605163574219","61.65605163574219","5","5","5","108.87357330322266","108.87357330322266","108.87357330322266"
"297","177","177","177","60.956993103027344","60.956993103027344","60.956993103027344","","","","","",""
"298","176.5","171","182","58.92618942260742","56.36720657348633","61.485172271728516","","","","","",""
"303","180","174","183","56.754433949788414","55.526832580566406","58.45396423339844","5","5","5","110.00038146972656","110.00038146972656","110.00038146972656"
"308","178","172","184","59.86806106567383","55.934478759765625","61.85676574707031","","","","","",""
"309","184","184","184","57.980628967285156","57.980628967285156","57.980628967285156","","","","","",""
"314","","","","","","","5","5","5","108.2484130859375","108.2484130859375","108.2484130859375"
"315","180","175","185","55.96356773376465","55.76659393310547","56.16054153442383","","","","","",""
"320","185","185","185","58.27882385253906","58.27882385253906","58.27882385253906","","","","","",""
"321","186","186","186","55.26612854003906","55.26612854003906","55.26612854003906","","","","","",""
"323","176","176","176","55.35740280151367","55.35740280151367","55.35740280151367","","","","","",""
"324","179","179","179","61.12427520751953","61.12427520751953","61.12427520751953","","","","","",""
"325","173","173","173","62.24059295654297","62.24059295654297","62.24059295654297","","","","","",""
"327","186","186","186","57.91512680053711","57.91512680053711","57.91512680053711","","","","","",""
"329","187","187","187","55.77042007446289","55.77042007446289","55.77042007446289","","","","","",""
"332","","","","","","","6","6","6","98.99481964111328","98.99481964111328","98.99481964111328"
"333","188","188","188","54.99839782714844","54.99839782714844","54.99839782714844","","","","","",""
"334","187","187","187","57.49707794189453","57.49707794189453","57.49707794189453","","","","","",""
"336","","","","","","","6","6","6","107.4670639038086","107.4670639038086","107.4670639038086"
"337","180","174","189","58.874887466430664","55.44853591918945","61.88893508911133","","","","","",""
"341","188","188","188","57.046295166015625","57.046295166015625","57.046295166015625","","","","","",""
"344","190","190","190","55.59666061401367","55.59666061401367","55.59666061401367","","","","","",""
"347","181","181","181","60.950347900390625","60.950347900390625","60.950347900390625","","","","","",""
"348","191","191","191","55.37881088256836","55.37881088256836","55.37881088256836","","","","","",""
"350","189","189","189","57.16804122924805","57.16804122924805","57.16804122924805","6","6","6","100.96731567382812","100.96731567382812","100.96731567382812"
"351","178","178","178","56.4827766418457","56.4827766418457","56.4827766418457","6","6","6","109.87528991699219","109.87528991699219","109.87528991699219"
"352","175","175","175","61.83687973022461","61.83687973022461","61.83687973022461","","","","","",""
"354","190","190","190","57.078773498535156","57.078773498535156","57.078773498535156","","","","","",""
"356","192","192","192","55.51158905029297","55.51158905029297","55.51158905029297","","","","","",""
"359","182","182","182","61.10885238647461","61.10885238647461","61.10885238647461","","","","","",""
"361","179","179","179","55.94233703613281","55.94233703613281","55.94233703613281","","","","","",""
"363","189","183","193","57.50559743245443","55.0135498046875","60.44127655029297","","","","","",""
"364","192","192","192","56.3858642578125","56.3858642578125","56.3858642578125","","","","","",""
"366","189","184","194","57.61505699157715","55.008602142333984","60.22151184082031","","","","","",""
"367","176","176","176","61.705692291259766","61.705692291259766","61.705692291259766","","","","","",""
"369","177","177","177","61.06313705444336","61.06313705444336","61.06313705444336","","","","","",""
"371","","","","","","","6","6","6","100.60208129882812","100.60208129882812","100.60208129882812"
"372","186.5","180","193","56.761823654174805","56.14076614379883","57.38288116455078","","","","","",""
"374","195","195","195","56.166908264160156","56.166908264160156","56.166908264160156","","","","","",""
"376","190.5","185","196","57.7983512878418","54.75234603881836","60.844356536865234","","","","","",""
"378","178","178","178","61.09645462036133","61.09645462036133","61.09645462036133","","","","","",""
"381","181","181","181","55.516300201416016","55.516300201416016","55.516300201416016","","","","","",""
"383","195.5","194","197","56.48491287231445","55.37023162841797","57.59959411621094","","","","","",""
"385","186","186","186","60.919010162353516","60.919010162353516","60.919010162353516","","","","","",""
"387","","","","","","","7","7","7","105.34158325195312","105.34158325195312","105.34158325195312"
"388","179","179","179","61.26753616333008","61.26753616333008","61.26753616333008","","","","","",""
"389","195","195","195","56.80625915527344","56.80625915527344","56.80625915527344","","","","","",""
"390","198","198","198","55.24674606323242","55.24674606323242","55.24674606323242","","","","","",""
"391","187","187","187","60.799564361572266","60.799564361572266","60.799564361572266","","","","","",""
"393","182","182","182","56.82513427734375","56.82513427734375","56.82513427734375","7","7","7","108.89071655273438","108.89071655273438","108.89071655273438"
"395","199","199","199","55.090484619140625","55.090484619140625","55.090484619140625","","","","","",""
"398","188","188","188","60.24430465698242","60.24430465698242","60.24430465698242","","","","","",""
"399","196","196","196","57.02301025390625","57.02301025390625","57.02301025390625","","","","","",""
"401","200","200","200","55.62754440307617","55.62754440307617","55.62754440307617","","","","","",""
"402","180","180","180","61.8792610168457","61.8792610168457","61.8792610168457","","","","","",""
"403","201","201","201","55.12717056274414","55.12717056274414","55.12717056274414","7","7","7","106.8613395690918","105.31022644042969","108.4124526977539"
"405","190","183","197","56.54070854187012","56.18837356567383","56.893043518066406","","","","","",""
"410","191.5","181","202","58.29539680480957","55.59425735473633","60.99653625488281","","","","","",""
"411","198","198","198","56.03108596801758","56.03108596801758","56.03108596801758","","","","","",""
"413","189","189","189","61.27363204956055","61.27363204956055","61.27363204956055","","","","","",""
"414","203","203","203","55.402286529541016","55.402286529541016","55.402286529541016","","","","","",""
"417","204","204","204","54.347225189208984","54.347225189208984","54.347225189208984","","","","","",""
"418","184","184","184","56.64569091796875","56.64569091796875","56.64569091796875","","","","","",""
"420","","","","","","","7","7","7","107.947021484375","107.947021484375","107.947021484375"
"421","190.5","182","199","59.18568992614746","56.996131896972656","61.375247955322266","","","","","",""
"422","205","205","205","55.15261459350586","55.15261459350586","55.15261459350586","","","","","",""
"424","190","190","190","60.54003143310547","60.54003143310547","60.54003143310547","","","","","",""
"428","206","206","206","54.68405532836914","54.68405532836914","54.68405532836914","","","","","",""
"429","185","185","185","55.60580062866211","55.60580062866211","55.60580062866211","","","","","",""
"431","195.5","191","200","59.261125564575195","57.440147399902344","61.08210372924805","","","","","",""
"432","183","183","183","60.43635940551758","60.43635940551758","60.43635940551758","","","","","",""
"434","207","207","207","55.46245193481445","55.46245193481445","55.46245193481445","","","","","",""
"436","192","192","192","60.76661682128906","60.76661682128906","60.76661682128906","","","","","",""
"438","184","184","184","60.23305892944336","60.23305892944336","60.23305892944336","","","","","",""
"441","186","186","186","56.1869010925293","56.1869010925293","56.1869010925293","","","","","",""
"444","208","208","208","55.17005157470703","55.17005157470703","55.17005157470703","","","","","",""
"445","193","193","193","61.05667495727539","61.05667495727539","61.05667495727539","","","","","",""
"446","201","201","201","57.822998046875","57.822998046875","57.822998046875","8","8","8","108.6930160522461","108.6930160522461","108.6930160522461"
"447","","","","","","","8","8","8","106.57674407958984","106.57674407958984","106.57674407958984"
"450","185","185","185","61.12390899658203","61.12390899658203","61.12390899658203","8","8","8","102.11407470703125","102.11407470703125","102.11407470703125"
"451","190.5","187","194","58.23003005981445","56.0538330078125","60.406227111816406","","","","","",""
"453","209","209","209","55.95328903198242","55.95328903198242","55.95328903198242","","","","","",""
"454","202","202","202","56.83853530883789","56.83853530883789","56.83853530883789","","","","","",""
"457","197","186","210","58.53803634643555","54.92326354980469","60.532657623291016","","","","","",""
"459","","","","","","","8","8","8","104.09993743896484","104.09993743896484","104.09993743896484"
"461","196","196","196","60.114070892333984","60.114070892333984","60.114070892333984","","","","","",""
"463","200","197","203","58.51465034484863","56.751705169677734","60.27759552001953","","","","","",""
"464","188","188","188","56.03666687011719","56.03666687011719","56.03666687011719","","","","","",""
"465","211","211","211","55.67609786987305","55.67609786987305","55.67609786987305","","","","","",""
"466","187","187","187","60.654361724853516","60.654361724853516","60.654361724853516","","","","","",""
"467","212","212","212","55.02558517456055","55.02558517456055","55.02558517456055","","","","","",""
"468","198","198","198","60.494632720947266","60.494632720947266","60.494632720947266","","","","","",""
"471","204","204","204","56.556575775146484","56.556575775146484","56.556575775146484","","","","","",""
"472","189","189","189","55.332542419433594","55.332542419433594","55.332542419433594","","","","","",""
"473","213","213","213","54.9150390625","54.9150390625","54.9150390625","8","8","8","110.12310028076172","110.12310028076172","110.12310028076172"
"477","199","199","199","60.52732849121094","60.52732849121094","60.52732849121094","","","","","",""
"479","197.33333333333334","188","214","57.05269877115885","54.7407341003418","61.11205291748047","","","","","",""
"482","205","205","205","56.932918548583984","56.932918548583984","56.932918548583984","","","","","",""
"484","200","200","200","60.08904266357422","60.08904266357422","60.08904266357422","","","","","",""
"485","215","215","215","55.14656066894531","55.14656066894531","55.14656066894531","","","","","",""
"489","190","189","191","58.18741035461426","55.72136306762695","60.65345764160156","","","","","",""
"491","211","206","216","56.09578895568848","55.11626434326172","57.075313568115234","","","","","",""
"492","201","201","201","60.79579162597656","60.79579162597656","60.79579162597656","","","","","",""
"494","209.5","202","217","57.55378723144531","54.894020080566406","60.21355438232422","","","","","",""
"497","204","190","218","57.601091384887695","55.366302490234375","59.835880279541016","9","9","9","100.49996948242188","100.49996948242188","100.49996948242188"
"498","","","","","","","9","9","9","114.41873931884766","114.41873931884766","114.41873931884766"
"499","203","203","203","60.037742614746094","60.037742614746094","60.037742614746094","","","","","",""
"500","207","207","207","56.846107482910156","56.846107482910156","56.846107482910156","","","","","",""
"503","192","192","192","55.86282730102539","55.86282730102539","55.86282730102539","","","","","",""
"504","","","","","","","9","9","9","100.06784057617188","100.06784057617188","100.06784057617188"
"505","213.5","208","219","55.85594367980957","55.14788055419922","56.56400680541992","","","","","",""
"506","191","191","191","60.91799545288086","60.91799545288086","60.91799545288086","","","","","",""
"508","","","","","","","9","9","9","102.9326400756836","102.9326400756836","102.9326400756836"
"514","201","193","209","56.429161071777344","55.90302276611328","56.955299377441406","","","","","",""
"515","192","192","192","59.85680389404297","59.85680389404297","59.85680389404297","","","","","",""
"516","204","204","204","61.48944854736328","61.48944854736328","61.48944854736328","","","","","",""
"517","220","220","220","56.717262268066406","56.717262268066406","56.717262268066406","","","","","",""
"522","215.5","210","221","56.04166030883789","55.089561462402344","56.99375915527344","","","","","",""
"523","205","205","205","60.49607849121094","60.49607849121094","60.49607849121094","","","","","",""
"525","193.5","193","194","58.30683708190918","55.99983215332031","60.61384201049805","","","","","",""
"526","211","211","211","55.8991584777832","55.8991584777832","55.8991584777832","9","9","9","109.79643249511719","109.79643249511719","109.79643249511719"
"528","206","206","206","60.17849349975586","60.17849349975586","60.17849349975586","","","","","",""
"529","222","222","222","55.4220085144043","55.4220085144043","55.4220085144043","","","","","",""
"530","207","207","207","59.88315963745117","59.88315963745117","59.88315963745117","","","","","",""
"531","194","194","194","60.211463928222656","60.211463928222656","60.211463928222656","","","","","",""
"535","209","195","223","55.72434043884277","55.52035140991211","55.92832946777344","","","","","",""
"536","195","195","195","59.95142364501953","59.95142364501953","59.95142364501953","10","10","10","114.38082122802734","114.38082122802734","114.38082122802734"
"537","210","208","212","58.47285842895508","56.889739990234375","60.05597686767578","","","","","",""
"538","224","224","224","54.779537200927734","54.779537200927734","54.779537200927734","","","","","",""
"542","209","209","209","60.682456970214844","60.682456970214844","60.682456970214844","","","","","",""
"543","211.5","210","213","57.725608825683594","55.582069396972656","59.86914825439453","","","","","",""
"544","196","196","196","59.72789001464844","59.72789001464844","59.72789001464844","","","","","",""
"546","196","196","196","55.84809112548828","55.84809112548828","55.84809112548828","","","","","",""
"548","211","211","211","59.72964859008789","59.72964859008789","59.72964859008789","","","","","",""
"550","211","197","225","57.61187934875488","55.59449005126953","59.629268646240234","10","10","10","104.47432708740234","104.47432708740234","104.47432708740234"
"551","214","214","214","55.70524215698242","55.70524215698242","55.70524215698242","","","","","",""
"552","197","197","197","55.58384323120117","55.58384323120117","55.58384323120117","","","","","",""
"553","212","212","212","60.18790054321289","60.18790054321289","60.18790054321289","","","","","",""
"554","226","226","226","55.29429244995117","55.29429244995117","55.29429244995117","","","","","",""
"556","198","198","198","60.04941177368164","60.04941177368164","60.04941177368164","","","","","",""
"557","","","","","","","10","10","10","107.59230041503906","107.59230041503906","107.59230041503906"
"558","215","215","215","56.05292510986328","56.05292510986328","56.05292510986328","","","","","",""
"559","","","","","","","10","10","10","101.431396484375","101.431396484375","101.431396484375"
"562","198","198","198","56.41500473022461","56.41500473022461","56.41500473022461","","","","","",""
"563","220","213","227","58.500328063964844","55.904293060302734","61.09636306762695","","","","","",""
"565","199","199","199","61.26188278198242","61.26188278198242","61.26188278198242","","","","","",""
