"ray/tune/custom_metrics/real_step_max","threshold_type: 1 - _step","threshold_type: 1 - _step__MIN","threshold_type: 1 - _step__MAX","threshold_type: 1 - ray/tune/custom_metrics/energy_cost_mean","threshold_type: 1 - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: 1 - ray/tune/custom_metrics/energy_cost_mean__MAX","threshold_type: hard - _step","threshold_type: hard - _step__MIN","threshold_type: hard - _step__MAX","threshold_type: hard - ray/tune/custom_metrics/energy_cost_mean","threshold_type: hard - ray/tune/custom_metrics/energy_cost_mean__MIN","threshold_type: hard - ray/tune/custom_metrics/energy_cost_mean__MAX"
"853","264","264","264","59.82378005981445","59.82378005981445","59.82378005981445","","","","","",""
"854","248","248","248","54.80470275878906","54.80470275878906","54.80470275878906","","","","","",""
"857","265","265","265","59.2738151550293","59.2738151550293","59.2738151550293","","","","","",""
"858","258","258","258","60.12010955810547","60.12010955810547","60.12010955810547","","","","","",""
"860","228","228","228","55.303001403808594","55.303001403808594","55.303001403808594","","","","","",""
"861","272","272","272","55.49900817871094","55.49900817871094","55.49900817871094","","","","","",""
"862","","","","","","","16","16","16","106.10187530517578","106.10187530517578","106.10187530517578"
"863","","","","","","","15","15","15","103.76032257080078","103.76032257080078","103.76032257080078"
"864","266","266","266","59.94026565551758","59.94026565551758","59.94026565551758","16","16","16","111.89474487304688","111.89474487304688","111.89474487304688"
"866","229","229","229","55.22254943847656","55.22254943847656","55.22254943847656","","","","","",""
"868","266","259","273","57.397422790527344","54.887855529785156","59.90699005126953","","","","","",""
"869","267","267","267","59.7255744934082","59.7255744934082","59.7255744934082","","","","","",""
"871","254.5","249","260","58.181236267089844","57.077396392822266","59.28507614135742","","","","","",""
"872","271","268","274","57.09232711791992","54.6225471496582","59.56210708618164","","","","","",""
"878","261","261","261","59.92982864379883","59.92982864379883","59.92982864379883","","","","","",""
"879","259.5","250","269","58.15497589111328","55.996681213378906","60.313270568847656","","","","","",""
"880","275","275","275","55.32539367675781","55.32539367675781","55.32539367675781","","","","","",""
"881","","","","","","","16","16","16","104.69499969482422","104.69499969482422","104.69499969482422"
"882","270","270","270","59.53812026977539","59.53812026977539","59.53812026977539","","","","","",""
"883","246","230","262","58.04075622558594","56.476600646972656","59.60491180419922","","","","","",""
"887","257","251","263","57.90290641784668","55.72028350830078","60.08552932739258","","","","","",""
"888","273.5","271","276","57.48199272155762","55.11375427246094","59.8502311706543","","","","","",""
"891","264","264","264","59.55982208251953","59.55982208251953","59.55982208251953","","","","","",""
"892","277","277","277","54.755165100097656","54.755165100097656","54.755165100097656","","","","","",""
"894","272","272","272","59.7662353515625","59.7662353515625","59.7662353515625","","","","","",""
"895","","","","","","","17","17","17","105.91988372802734","105.91988372802734","105.91988372802734"
"896","269","265","273","59.32021903991699","58.71421813964844","59.92621994018555","","","","","",""
"897","231","231","231","56.24708557128906","56.24708557128906","56.24708557128906","","","","","",""
"900","267.5","252","278","57.62171459197998","54.95775604248047","59.96577835083008","","","","","",""
"904","232","232","232","54.89260482788086","54.89260482788086","54.89260482788086","","","","","",""
"905","279","279","279","55.040870666503906","55.040870666503906","55.040870666503906","","","","","",""
"906","275","275","275","60.17026138305664","60.17026138305664","60.17026138305664","","","","","",""
"908","267","267","267","59.67213821411133","59.67213821411133","59.67213821411133","","","","","",""
"911","264.5","253","276","58.08709144592285","56.15275192260742","60.02143096923828","","","","","",""
"913","277","277","277","58.90180969238281","58.90180969238281","58.90180969238281","17","17","17","101.32642364501953","101.32642364501953","101.32642364501953"
"914","233","233","233","55.878211975097656","55.878211975097656","55.878211975097656","","","","","",""
"916","274","268","280","57.98306083679199","55.49797821044922","60.468143463134766","","","","","",""
"918","278","278","278","59.83995056152344","59.83995056152344","59.83995056152344","16","16","16","105.67249298095703","105.67249298095703","105.67249298095703"
"919","279","279","279","59.12272262573242","59.12272262573242","59.12272262573242","","","","","",""
"920","234","234","234","55.19620132446289","55.19620132446289","55.19620132446289","","","","","",""
"921","254","254","254","55.93659973144531","55.93659973144531","55.93659973144531","","","","","",""
"922","","","","","","","17","17","17","100.67652130126953","100.67652130126953","100.67652130126953"
"923","269","269","269","60.155052185058594","60.155052185058594","60.155052185058594","","","","","",""
"927","280","280","280","60.63418960571289","60.63418960571289","60.63418960571289","","","","","",""
"929","271.75","255","281","57.63823699951172","55.10383224487305","59.963687896728516","","","","","",""
"931","235","235","235","56.475257873535156","56.475257873535156","56.475257873535156","","","","","",""
"932","271","271","271","59.65582275390625","59.65582275390625","59.65582275390625","","","","","",""
"933","256","256","256","55.34400177001953","55.34400177001953","55.34400177001953","","","","","",""
"936","236","236","236","54.9456672668457","54.9456672668457","54.9456672668457","","","","","",""
"937","282","282","282","60.027034759521484","60.027034759521484","60.027034759521484","","","","","",""
"939","272","272","272","59.85260772705078","59.85260772705078","59.85260772705078","","","","","",""
"940","282.5","282","283","57.327056884765625","55.73282241821289","58.92129135131836","","","","","",""
"943","284","284","284","58.80907440185547","58.80907440185547","58.80907440185547","17","17","17","104.19649505615234","104.19649505615234","104.19649505615234"
"944","257","257","257","55.7416877746582","55.7416877746582","55.7416877746582","","","","","",""
"947","273","273","273","60.37310791015625","60.37310791015625","60.37310791015625","","","","","",""
"948","285","285","285","59.2424430847168","59.2424430847168","59.2424430847168","18","18","18","101.66153717041016","101.66153717041016","101.66153717041016"
"949","237","237","237","56.671897888183594","56.671897888183594","56.671897888183594","","","","","",""
"950","274","274","274","59.57338333129883","59.57338333129883","59.57338333129883","","","","","",""
"951","283","283","283","55.39362335205078","55.39362335205078","55.39362335205078","","","","","",""
"953","272","258","286","57.61477470397949","55.76633834838867","59.46321105957031","","","","","",""
"955","281","275","287","59.569583892822266","59.54215621948242","59.59701156616211","","","","","",""
"956","238","238","238","55.30547332763672","55.30547332763672","55.30547332763672","","","","","",""
"960","284","284","284","55.114830017089844","55.114830017089844","55.114830017089844","","","","","",""
"961","288","288","288","59.46198272705078","59.46198272705078","59.46198272705078","","","","","",""
"965","272","259","285","55.488037109375","54.919410705566406","56.056663513183594","","","","","",""
"966","289","289","289","59.19038009643555","59.19038009643555","59.19038009643555","18","18","18","109.58824920654297","109.58824920654297","109.58824920654297"
"967","281","276","286","57.267860412597656","54.327735900878906","60.207984924316406","","","","","",""
"968","","","","","","","17","17","17","111.1983642578125","111.1983642578125","111.1983642578125"
"970","264.5","239","290","57.98829650878906","56.40483856201172","59.571754455566406","","","","","",""
"972","268.5","260","277","57.39620780944824","55.400917053222656","59.39149856567383","","","","","",""
"973","291","291","291","59.585304260253906","59.585304260253906","59.585304260253906","","","","","",""
"975","282.5","278","287","56.813114166259766","54.40383529663086","59.22239303588867","","","","","",""
"976","276.5","261","292","57.1990909576416","54.261600494384766","60.13658142089844","","","","","",""
"977","288","288","288","54.8819580078125","54.8819580078125","54.8819580078125","","","","","",""
"978","","","","","","","18","18","18","105.29150390625","105.29150390625","105.29150390625"
"981","262","262","262","54.51039505004883","54.51039505004883","54.51039505004883","","","","","",""
"982","287","279","293","58.120477040608726","54.36986541748047","60.24797821044922","","","","","",""
"984","240","240","240","56.01276397705078","56.01276397705078","56.01276397705078","","","","","",""
"986","292","290","294","57.492258071899414","54.902198791503906","60.08231735229492","","","","","",""
"991","263","263","263","56.141334533691406","56.141334533691406","56.141334533691406","","","","","",""
"992","280","280","280","60.12251663208008","60.12251663208008","60.12251663208008","","","","","",""
"993","293","291","295","57.06234550476074","54.37250518798828","59.7521858215332","","","","","",""
"994","264","264","264","54.512481689453125","54.512481689453125","54.512481689453125","","","","","",""
"997","241","241","241","56.54112243652344","56.54112243652344","56.54112243652344","","","","","",""
"998","281","281","281","59.8066291809082","59.8066291809082","59.8066291809082","","","","","",""
"1000","296","296","296","59.74862289428711","59.74862289428711","59.74862289428711","","","","","",""
"1003","294.5","292","297","57.31928634643555","55.45741271972656","59.18115997314453","18","18","18","97.62612915039062","97.62612915039062","97.62612915039062"
"1004","242","242","242","55.71546173095703","55.71546173095703","55.71546173095703","","","","","",""
"1005","281.5","265","298","57.101335525512695","55.175384521484375","59.027286529541016","19","19","19","102.50115203857422","102.50115203857422","102.50115203857422"
"1006","282","282","282","59.591796875","59.591796875","59.591796875","","","","","",""
"1010","283","283","283","59.18986892700195","59.18986892700195","59.18986892700195","","","","","",""
"1012","282.5","266","299","57.894914627075195","55.79237747192383","59.99745178222656","","","","","",""
"1013","293","293","293","55.26424789428711","55.26424789428711","55.26424789428711","","","","","",""
"1015","284","284","284","59.87337112426758","59.87337112426758","59.87337112426758","","","","","",""
"1019","243","243","243","56.26309585571289","56.26309585571289","56.26309585571289","","","","","",""
"1020","267","267","267","55.16339874267578","55.16339874267578","55.16339874267578","18","18","18","110.22392272949219","110.22392272949219","110.22392272949219"
"1021","294","294","294","54.97294616699219","54.97294616699219","54.97294616699219","","","","","",""
"1025","285","285","285","60.08727264404297","60.08727264404297","60.08727264404297","","","","","",""
"1026","","","","","","","19","19","19","94.20040893554688","94.20040893554688","94.20040893554688"
"1027","268","268","268","55.03057098388672","55.03057098388672","55.03057098388672","","","","","",""
"1028","244","244","244","55.847503662109375","55.847503662109375","55.847503662109375","","","","","",""
"1029","290.5","286","295","57.39169502258301","55.1702766418457","59.61311340332031","","","","","",""
"1032","287","287","287","59.16398239135742","59.16398239135742","59.16398239135742","","","","","",""
"1035","269","269","269","55.062660217285156","55.062660217285156","55.062660217285156","19","19","19","101.79792022705078","101.79792022705078","101.79792022705078"
"1038","245","245","245","56.37802505493164","56.37802505493164","56.37802505493164","","","","","",""
"1040","292","288","296","57.76272964477539","55.84064865112305","59.684810638427734","","","","","",""
"1045","270","270","270","55.8157958984375","55.8157958984375","55.8157958984375","","","","","",""
"1047","293","289","297","57.41260528564453","54.68008041381836","60.1451301574707","","","","","",""
"1048","246","246","246","55.46907043457031","55.46907043457031","55.46907043457031","","","","","",""
"1050","298","298","298","54.525970458984375","54.525970458984375","54.525970458984375","","","","","",""
"1053","","","","","","","19","19","19","106.3333740234375","106.3333740234375","106.3333740234375"
"1054","294.5","290","299","57.1234130859375","54.47415542602539","59.77267074584961","","","","","",""
"1056","247","247","247","54.97745895385742","54.97745895385742","54.97745895385742","","","","","",""
"1058","271","271","271","56.63471984863281","56.63471984863281","56.63471984863281","","","","","",""
"1061","291","291","291","60.12513732910156","60.12513732910156","60.12513732910156","","","","","",""
"1062","","","","","","","20","20","20","102.57577514648438","102.57577514648438","102.57577514648438"
"1064","292","292","292","59.633811950683594","59.633811950683594","59.633811950683594","","","","","",""
"1065","248","248","248","55.763004302978516","55.763004302978516","55.763004302978516","","","","","",""
"1067","272","272","272","55.56373977661133","55.56373977661133","55.56373977661133","","","","","",""
"1070","","","","","","","19","19","19","101.52340698242188","101.52340698242188","101.52340698242188"
"1072","293","293","293","60.02096176147461","60.02096176147461","60.02096176147461","","","","","",""
"1075","261","249","273","55.73148536682129","55.170738220214844","56.292232513427734","","","","","",""
"1076","294","294","294","59.251399993896484","59.251399993896484","59.251399993896484","","","","","",""
"1079","","","","","","","20","20","20","100.67729187011719","100.67729187011719","100.67729187011719"
"1080","","","","","","","20","20","20","105.51567077636719","105.51567077636719","105.51567077636719"
"1082","272.5","250","295","57.63511848449707","55.295074462890625","59.975162506103516","","","","","",""
"1083","274","274","274","55.526954650878906","55.526954650878906","55.526954650878906","","","","","",""
"1086","296","296","296","60.00493240356445","60.00493240356445","60.00493240356445","","","","","",""
"1090","275","275","275","55.220619201660156","55.220619201660156","55.220619201660156","","","","","",""
"1092","274","251","297","57.75624656677246","55.77727127075195","59.73522186279297","","","","","",""
"1098","298","298","298","59.51500701904297","59.51500701904297","59.51500701904297","","","","","",""
"1101","299","299","299","59.309356689453125","59.309356689453125","59.309356689453125","","","","","",""
"1102","252","252","252","55.76898193359375","55.76898193359375","55.76898193359375","","","","","",""
"1103","","","","","","","20","20","20","110.72279357910156","110.72279357910156","110.72279357910156"
"1105","276","276","276","56.14778137207031","56.14778137207031","56.14778137207031","","","","","",""
"1111","277","277","277","54.66977310180664","54.66977310180664","54.66977310180664","","","","","",""
"1112","253","253","253","55.71040344238281","55.71040344238281","55.71040344238281","","","","","",""
"1116","278","278","278","54.1935920715332","54.1935920715332","54.1935920715332","","","","","",""
"1118","","","","","","","21","21","21","107.04375457763672","107.04375457763672","107.04375457763672"
"1122","254","254","254","55.9600944519043","55.9600944519043","55.9600944519043","","","","","",""
"1126","","","","","","","20","20","20","100.86517333984375","100.86517333984375","100.86517333984375"
"1127","279","279","279","55.624359130859375","55.624359130859375","55.624359130859375","","","","","",""
"1133","","","","","","","21","21","21","104.15970611572266","103.70609283447266","104.61331939697266"
"1137","255","255","255","56.50429153442383","56.50429153442383","56.50429153442383","","","","","",""
"1138","280","280","280","55.67313003540039","55.67313003540039","55.67313003540039","","","","","",""
"1144","281","281","281","54.86650085449219","54.86650085449219","54.86650085449219","","","","","",""
"1146","256","256","256","55.373966217041016","55.373966217041016","55.373966217041016","","","","","",""
"1151","257","257","257","54.98870849609375","54.98870849609375","54.98870849609375","","","","","",""
"1155","282","282","282","55.658390045166016","55.658390045166016","55.658390045166016","","","","","",""
"1160","283","283","283","55.02322006225586","55.02322006225586","55.02322006225586","","","","","",""
"1163","258","258","258","55.81338882446289","55.81338882446289","55.81338882446289","","","","","",""
"1166","284","284","284","54.833984375","54.833984375","54.833984375","21","21","21","105.52297973632812","105.52297973632812","105.52297973632812"
"1174","","","","","","","22","22","22","105.25413513183594","105.25413513183594","105.25413513183594"
"1175","272","259","285","55.70537185668945","55.34865951538086","56.06208419799805","","","","","",""
"1179","260","260","260","54.10579299926758","54.10579299926758","54.10579299926758","22","22","22","106.4638900756836","106.4638900756836","106.4638900756836"
"1181","","","","","","","21","21","21","107.829345703125","107.829345703125","107.829345703125"
"1186","","","","","","","22","22","22","99.54204559326172","99.54204559326172","99.54204559326172"
"1188","286","286","286","56.0556755065918","56.0556755065918","56.0556755065918","","","","","",""
"1190","261","261","261","55.61826705932617","55.61826705932617","55.61826705932617","","","","","",""
"1198","287","287","287","55.574729919433594","55.574729919433594","55.574729919433594","","","","","",""
"1201","262","262","262","55.83719253540039","55.83719253540039","55.83719253540039","","","","","",""
"1205","288","288","288","55.001686096191406","55.001686096191406","55.001686096191406","","","","","",""
"1210","263","263","263","55.18960189819336","55.18960189819336","55.18960189819336","","","","","",""
"1211","289","289","289","55.018863677978516","55.018863677978516","55.018863677978516","","","","","",""
"1216","290","290","290","54.659034729003906","54.659034729003906","54.659034729003906","","","","","",""
"1217","264","264","264","54.74489212036133","54.74489212036133","54.74489212036133","","","","","",""
"1220","","","","","","","22","22","22","102.57518768310547","102.57518768310547","102.57518768310547"
"1221","291","291","291","54.75398254394531","54.75398254394531","54.75398254394531","","","","","",""
"1225","","","","","","","23","23","23","99.50105285644531","99.50105285644531","99.50105285644531"
"1226","292","292","292","54.888336181640625","54.888336181640625","54.888336181640625","","","","","",""
"1232","","","","","","","23","23","23","106.65011596679688","106.65011596679688","106.65011596679688"
"1234","265","265","265","56.912471771240234","56.912471771240234","56.912471771240234","","","","","",""
"1235","293","293","293","55.342803955078125","55.342803955078125","55.342803955078125","22","22","22","95.7291488647461","95.7291488647461","95.7291488647461"
"1236","","","","","","","23","23","23","107.80632781982422","107.80632781982422","107.80632781982422"
"1244","266","266","266","55.26144790649414","55.26144790649414","55.26144790649414","","","","","",""
"1246","294","294","294","55.23850631713867","55.23850631713867","55.23850631713867","","","","","",""
"1254","267","267","267","55.51308059692383","55.51308059692383","55.51308059692383","","","","","",""
"1257","295","295","295","55.76177978515625","55.76177978515625","55.76177978515625","","","","","",""
"1265","282","268","296","55.38160705566406","54.949302673339844","55.81391143798828","","","","","",""
"1273","297","297","297","54.747161865234375","54.747161865234375","54.747161865234375","","","","","",""
"1274","","","","","","","23","23","23","107.86939239501953","107.86939239501953","107.86939239501953"
"1277","","","","","","","24","24","24","106.96640014648438","106.96640014648438","106.96640014648438"
"1278","269","269","269","56.250823974609375","56.250823974609375","56.250823974609375","","","","","",""
"1279","298","298","298","55.026851654052734","55.026851654052734","55.026851654052734","","","","","",""
"1287","270","270","270","55.46958923339844","55.46958923339844","55.46958923339844","24","24","24","100.40253448486328","100.40253448486328","100.40253448486328"
"1290","299","299","299","56.040809631347656","56.040809631347656","56.040809631347656","23","23","23","102.99092864990234","102.99092864990234","102.99092864990234"
"1293","","","","","","","24","24","24","97.11782836914062","97.11782836914062","97.11782836914062"
"1295","271","271","271","54.71080780029297","54.71080780029297","54.71080780029297","","","","","",""
"1303","272","272","272","54.714637756347656","54.714637756347656","54.714637756347656","","","","","",""
"1314","273","273","273","55.014766693115234","55.014766693115234","55.014766693115234","","","","","",""
"1325","274","274","274","56.60332489013672","56.60332489013672","56.60332489013672","","","","","",""
"1329","","","","","","","25","25","25","106.6563720703125","106.6563720703125","106.6563720703125"
"1331","","","","","","","24","24","24","103.39156341552734","103.39156341552734","103.39156341552734"
"1335","275","275","275","55.25123977661133","55.25123977661133","55.25123977661133","","","","","",""
"1336","","","","","","","25","25","25","103.8453598022461","103.8453598022461","103.8453598022461"
"1341","","","","","","","25","25","25","96.98831939697266","96.98831939697266","96.98831939697266"
"1345","276","276","276","55.76156234741211","55.76156234741211","55.76156234741211","","","","","",""
"1352","277","277","277","55.523582458496094","55.523582458496094","55.523582458496094","","","","","",""
"1354","","","","","","","24","24","24","104.48003387451172","104.48003387451172","104.48003387451172"
"1365","278","278","278","55.82422637939453","55.82422637939453","55.82422637939453","","","","","",""
"1372","","","","","","","26","26","26","107.5649185180664","107.5649185180664","107.5649185180664"
"1377","279","279","279","55.77922439575195","55.77922439575195","55.77922439575195","","","","","",""
"1383","","","","","","","25","25","25","109.87687683105469","109.87687683105469","109.87687683105469"
"1384","280","280","280","54.962669372558594","54.962669372558594","54.962669372558594","","","","","",""
"1394","","","","","","","26","26","26","102.4135513305664","102.4135513305664","102.4135513305664"
"1395","281","281","281","55.737491607666016","55.737491607666016","55.737491607666016","","","","","",""
"1400","","","","","","","26","26","26","102.58003234863281","102.58003234863281","102.58003234863281"
"1406","","","","","","","25","25","25","102.47875213623047","102.47875213623047","102.47875213623047"
"1407","282","282","282","55.95132827758789","55.95132827758789","55.95132827758789","","","","","",""
"1413","283","283","283","55.01570129394531","55.01570129394531","55.01570129394531","","","","","",""
"1425","284","284","284","57.133392333984375","57.133392333984375","57.133392333984375","","","","","",""
"1432","","","","","","","26.5","26","27","102.91162109375","98.72956085205078","107.09368133544922"
"1433","285","285","285","55.23528289794922","55.23528289794922","55.23528289794922","","","","","",""
"1443","286","286","286","54.993961334228516","54.993961334228516","54.993961334228516","","","","","",""
"1451","","","","","","","27","27","27","103.50330352783203","103.50330352783203","103.50330352783203"
"1453","287","287","287","55.39995574951172","55.39995574951172","55.39995574951172","","","","","",""
"1454","","","","","","","27","27","27","106.95556640625","106.95556640625","106.95556640625"
"1462","288","288","288","55.64192581176758","55.64192581176758","55.64192581176758","","","","","",""
"1465","","","","","","","26","26","26","100.65953063964844","100.65953063964844","100.65953063964844"
"1474","289","289","289","55.93918991088867","55.93918991088867","55.93918991088867","","","","","",""
"1483","290","290","290","55.731971740722656","55.731971740722656","55.731971740722656","","","","","",""
"1488","","","","","","","27","27","27","101.44189453125","101.44189453125","101.44189453125"
"1495","291","291","291","55.86170959472656","55.86170959472656","55.86170959472656","","","","","",""
"1496","","","","","","","28","28","28","96.73876953125","96.73876953125","96.73876953125"
"1504","292","292","292","55.76667785644531","55.76667785644531","55.76667785644531","28","28","28","98.87312316894531","98.87312316894531","98.87312316894531"
"1510","","","","","","","28","28","28","98.87660217285156","98.87660217285156","98.87660217285156"
"1512","293","293","293","54.89451217651367","54.89451217651367","54.89451217651367","","","","","",""
"1519","294","294","294","55.206520080566406","55.206520080566406","55.206520080566406","","","","","",""
"1522","","","","","","","27","27","27","97.52693176269531","97.52693176269531","97.52693176269531"
"1528","295","295","295","56.12966537475586","56.12966537475586","56.12966537475586","","","","","",""
"1537","296","296","296","54.92531967163086","54.92531967163086","54.92531967163086","","","","","",""
"1542","297","297","297","54.57472229003906","54.57472229003906","54.57472229003906","28","28","28","100.80611419677734","100.80611419677734","100.80611419677734"
"1553","298","298","298","56.085052490234375","56.085052490234375","56.085052490234375","","","","","",""
"1555","299","299","299","53.571205139160156","53.571205139160156","53.571205139160156","","","","","",""
"1558","","","","","","","29","29","29","95.63910675048828","95.63910675048828","95.63910675048828"
"1560","","","","","","","29","29","29","98.51888275146484","98.51888275146484","98.51888275146484"
"1577","","","","","","","29","29","29","97.29776763916016","97.29776763916016","97.29776763916016"
"1587","","","","","","","28","28","28","97.36611938476562","97.36611938476562","97.36611938476562"
"1604","","","","","","","29","29","29","103.52734375","103.52734375","103.52734375"
"1616","","","","","","","30","30","30","102.89180755615234","102.89180755615234","102.89180755615234"
"1619","","","","","","","30","30","30","99.11602783203125","99.11602783203125","99.11602783203125"
"1632","","","","","","","30","30","30","102.03547668457031","102.03547668457031","102.03547668457031"
"1649","","","","","","","29","29","29","99.81558990478516","99.81558990478516","99.81558990478516"
"1654","","","","","","","30","30","30","102.95355224609375","102.95355224609375","102.95355224609375"
"1674","","","","","","","31","31","31","99.34844207763672","99.34844207763672","99.34844207763672"
"1675","","","","","","","31","31","31","97.82023620605469","97.82023620605469","97.82023620605469"
"1683","","","","","","","31","31","31","102.59044647216797","102.59044647216797","102.59044647216797"
"1702","","","","","","","30","30","30","102.00995635986328","102.00995635986328","102.00995635986328"
"1713","","","","","","","31","31","31","98.6650161743164","98.6650161743164","98.6650161743164"
"1726","","","","","","","32","32","32","96.59483337402344","96.59483337402344","96.59483337402344"
"1733","","","","","","","32","32","32","95.35314178466797","95.35314178466797","95.35314178466797"
"1739","","","","","","","32","32","32","102.44538879394531","102.44538879394531","102.44538879394531"
"1755","","","","","","","31","31","31","105.88687133789062","105.88687133789062","105.88687133789062"
"1769","","","","","","","32","32","32","104.35918426513672","104.35918426513672","104.35918426513672"
"1786","","","","","","","33","33","33","94.68927001953125","94.68927001953125","94.68927001953125"
"1792","","","","","","","33","33","33","100.34495544433594","100.34495544433594","100.34495544433594"
"1803","","","","","","","33","33","33","97.99283599853516","97.99283599853516","97.99283599853516"
"1805","","","","","","","32","32","32","94.65052795410156","94.65052795410156","94.65052795410156"
"1829","","","","","","","34","34","34","100.21635437011719","100.21635437011719","100.21635437011719"
"1836","","","","","","","33","33","33","96.96459197998047","96.96459197998047","96.96459197998047"
"1845","","","","","","","34","34","34","103.4328842163086","103.4328842163086","103.4328842163086"
"1859","","","","","","","34","34","34","96.74462890625","96.74462890625","96.74462890625"
"1866","","","","","","","33","33","33","100.861572265625","100.861572265625","100.861572265625"
"1890","","","","","","","34.5","34","35","101.08484268188477","94.9122314453125","107.25745391845703"
"1906","","","","","","","35","35","35","98.1624984741211","98.1624984741211","98.1624984741211"
"1916","","","","","","","35","35","35","95.15074920654297","95.15074920654297","95.15074920654297"
"1929","","","","","","","34","34","34","92.20459747314453","92.20459747314453","92.20459747314453"
"1939","","","","","","","35","35","35","103.45850372314453","103.45850372314453","103.45850372314453"
"1948","","","","","","","36","36","36","102.30250549316406","102.30250549316406","102.30250549316406"
"1962","","","","","","","36","36","36","93.18952178955078","93.18952178955078","93.18952178955078"
"1972","","","","","","","36","36","36","101.06584930419922","101.06584930419922","101.06584930419922"
"1991","","","","","","","35","35","35","97.4332275390625","97.4332275390625","97.4332275390625"
"1997","","","","","","","36","36","36","99.15359497070312","99.15359497070312","99.15359497070312"
"2005","","","","","","","37","37","37","102.5977554321289","102.5977554321289","102.5977554321289"
"2017","","","","","","","37","37","37","102.70408630371094","102.70408630371094","102.70408630371094"
"2024","","","","","","","37","37","37","98.79480743408203","98.79480743408203","98.79480743408203"
"2049","","","","","","","37","37","37","96.3370590209961","96.3370590209961","96.3370590209961"
"2055","","","","","","","36","36","36","88.9613037109375","88.9613037109375","88.9613037109375"
"2070","","","","","","","38","38","38","90.14915466308594","90.14915466308594","90.14915466308594"
"2079","","","","","","","38","38","38","95.53507232666016","95.53507232666016","95.53507232666016"
"2086","","","","","","","38","38","38","97.735595703125","97.735595703125","97.735595703125"
"2107","","","","","","","38","38","38","95.8056411743164","95.8056411743164","95.8056411743164"
"2112","","","","","","","37","37","37","103.50950622558594","103.50950622558594","103.50950622558594"
"2124","","","","","","","39","39","39","98.00719451904297","98.00719451904297","98.00719451904297"
"2140","","","","","","","39","39","39","91.265380859375","91.265380859375","91.265380859375"
"2149","","","","","","","39","39","39","94.51473999023438","94.51473999023438","94.51473999023438"
"2166","","","","","","","38","38","38","101.04989624023438","101.04989624023438","101.04989624023438"
"2170","","","","","","","39","39","39","94.51702117919922","94.51702117919922","94.51702117919922"
"2184","","","","","","","40","40","40","92.5133056640625","92.5133056640625","92.5133056640625"
"2197","","","","","","","40","40","40","95.60591125488281","95.60591125488281","95.60591125488281"
"2209","","","","","","","40","40","40","96.93557739257812","96.93557739257812","96.93557739257812"
"2235","","","","","","","39","39","39","93.54976654052734","93.54976654052734","93.54976654052734"
"2237","","","","","","","40","40","40","101.20742797851562","101.20742797851562","101.20742797851562"
"2239","","","","","","","41","41","41","97.4197769165039","97.4197769165039","97.4197769165039"
"2254","","","","","","","41","41","41","97.67731475830078","97.67731475830078","97.67731475830078"
"2267","","","","","","","41","41","41","95.40030670166016","95.40030670166016","95.40030670166016"
"2297","","","","","","","41","41","41","102.84814453125","102.84814453125","102.84814453125"
"2298","","","","","","","40","40","40","95.562255859375","95.562255859375","95.562255859375"
"2305","","","","","","","42","42","42","96.23723602294922","96.23723602294922","96.23723602294922"
"2310","","","","","","","42","42","42","99.07009887695312","99.07009887695312","99.07009887695312"
"2323","","","","","","","42","42","42","98.48664855957031","98.48664855957031","98.48664855957031"
"2353","","","","","","","41.5","41","42","99.77350997924805","98.7585220336914","100.78849792480469"
"2369","","","","","","","43","43","43","92.87342834472656","92.87342834472656","92.87342834472656"
"2373","","","","","","","43","43","43","95.49986267089844","95.49986267089844","95.49986267089844"
"2384","","","","","","","43","43","43","94.91397094726562","94.91397094726562","94.91397094726562"
"2411","","","","","","","42","42","42","99.88699340820312","99.88699340820312","99.88699340820312"
"2417","","","","","","","43","43","43","90.89324951171875","90.89324951171875","90.89324951171875"
"2427","","","","","","","44","44","44","99.72856140136719","99.72856140136719","99.72856140136719"
"2443","","","","","","","44","44","44","93.07014465332031","93.07014465332031","93.07014465332031"
"2445","","","","","","","44","44","44","92.52749633789062","92.52749633789062","92.52749633789062"
"2471","","","","","","","43","43","43","96.0028305053711","96.0028305053711","96.0028305053711"
"2479","","","","","","","44","44","44","96.5447769165039","96.5447769165039","96.5447769165039"
"2493","","","","","","","45","45","45","90.93565368652344","90.93565368652344","90.93565368652344"
"2503","","","","","","","45","45","45","93.33057403564453","93.33057403564453","93.33057403564453"
"2513","","","","","","","45","45","45","90.60956573486328","90.60956573486328","90.60956573486328"
"2526","","","","","","","44","44","44","95.42610168457031","95.42610168457031","95.42610168457031"
"2530","","","","","","","45","45","45","95.7547836303711","95.7547836303711","95.7547836303711"
"2555","","","","","","","46","46","46","98.85242462158203","98.85242462158203","98.85242462158203"
"2565","","","","","","","46","46","46","98.79745483398438","98.79745483398438","98.79745483398438"
"2578","","","","","","","46","46","46","95.15680694580078","95.15680694580078","95.15680694580078"
"2591","","","","","","","46","46","46","92.84727478027344","92.84727478027344","92.84727478027344"
"2597","","","","","","","45","45","45","92.186767578125","92.186767578125","92.186767578125"
"2615","","","","","","","47","47","47","93.2222900390625","93.2222900390625","93.2222900390625"
"2632","","","","","","","47","47","47","90.62691497802734","90.62691497802734","90.62691497802734"
"2638","","","","","","","47","47","47","93.16022491455078","93.16022491455078","93.16022491455078"
"2653","","","","","","","46","46","46","98.1604995727539","98.1604995727539","98.1604995727539"
